District,Code,State,FIRST,SECOND,THIRD,FOURTH,FIFTH,SIXTH,SEVENTH,EIGHTH,NINTH,TENTH,2003 Invasion of Iraq,Abortion,Abortion-rights movement,Affirmative action,Agricultural subsidies,Aid,Alternative energy,Anti-abortion movements,Basic income,Body worn video,Campaign finance,Campus sexual assault,Capital gains tax,Capital punishment,Charter schools,Chelsea Manning,Climate change,Common core,Confederate states,Corporate tax,DACA,Dakota Access pipeline,Dream act,Drug policy,Drug testing welfare recipients,Economic stimulus,Edward Snowden,Electoral college,Electoral fraud,Electronic Classroom of Tomorrow,Eminent domain,Equal pay for equal work,Estate tax in the United States,Euthanasia,Executive Order 13769,Federal reserve system,First amendment,Flag desecration,Flags of the confederate states,Free trade,Freedom of religion,Gender identity,Gender workplace diversity,Genetically modified organism,Gerrymandering,Global warming,Government spending,Gun control,Health care,Hydraulic fracturing,Immigration,Immigration to the United States,Income tax,Iraq War,ISIS,Islam,Israel boycott,Joint Comprehensive Plan of Action (Iran Deal),Labor Unions in the United States,Legal history of cannabis in the United States,Legality of cannabis,LGBT adoption rights,LGBT rights,Lobbying,Lockheed Martin F-35,Maternity leave in the United States,Medicaid,Medicare,Mental health,Mexico-United States barrier,Military budget,Military service,Minimum wage,NAFTA,National Debt of the United States,National security,National Security Agency,NATO,Net neutrality,No fly list,North Korea and weapons of mass destruction,Nuclear power,Obamacare,Offshore bank,Offshore drilling,Overtime pay,Paris Agreement,Patriot act,Pensions,Planned Parenthood,Political corruption,Prescription costs,PRISM,Prison overcrowding,Private Prisons,Property taxes,Public transportation,Right to work,Russian interference in the 2016 United States elections,Russian military action in Syria,Safe spaces,Same-sex marriage,Sanctuary cities,September 11 attacks,Sick leave,Single-payer healthcare,Social programs in the United States,Social security,Solitary confinement,Space exploration,Student loans in the United States,Syrian civil war,Tariff,Tax Cuts and Jobs Act of 2017,Term limits in the United States,Terrorism,Torture,TPP,Transgender people in the military,U.S. national anthem protests,United Nations,Vaccine controversies,Voter turnout,Voting age,War in Afghanistan,Welfare,Whistleblower,Women in combat,Women's health
Maryland 3rd,MD-03,MD,Medicare,Health care,Mental health,Property taxes,Immigration,Social security,National Security Agency,Minimum wage,Medicaid,Pensions,0.6443,6.7876,0.378,1.858,0,2.1093,0.2859,0.5526,0,0.4496,4.1585,0,1.2446,3.8093,2.3884,0.2891,6.9625,3.8469,2.7723,0.9112,0.3721,0.268,0,0.5422,0,0,1.0643,2.4501,0.4651,0,0,0.2756,0.0976,0.5515,0,5.8246,2.888,0,0.5562,1.0311,1.0285,0.4577,0,0.6405,1.7693,2.3952,1.2072,1.8461,23.6064,0.631,14.3601,1.3719,7.5359,0.9005,1.9473,6.8987,0.1864,0.0929,0,0,2.9256,0,0,3.363,3.7178,0,9.1507,24.5239,21.525,0.2747,0.9229,2.1017,9.3749,1.4758,1.3698,1.9427,11.4565,5.6962,0.4533,0,0,6.9971,3.0635,0,0.568,2.9519,0.5391,0.6677,9.0822,4.2709,0,0,0,0.0904,0.0917,17.5043,1.7436,0,0,0.091,0.2703,1.0059,0.094,6.5842,3.2938,0,0.5559,12.9719,0.0911,0.2707,0.2743,0.466,2.6057,0,0.1858,6.4631,2.2864,0.8946,0,0,8.1812,0,2.4533,0.3756,0.2709,0.0904,0.1807,0.0913,0.5561
Maryland 4th,MD-04,MD,Health care,Mental health,Immigration,Medicare,Medicaid,Property taxes,Minimum wage,Social security,Abortion,Common core,0.568,10.9792,0,1.7965,0.1966,2.0715,0.3888,0.5587,0,0.3638,0.1924,0,0.195,2.418,7.001,0.1986,4.2522,10.1153,3.3014,0.6111,3.0952,0,0,0.189,0,0,0.3994,0.5561,0.3764,0,0.2015,0,0,0.7445,0.7572,3.9603,1.4764,0,0.1875,0.5777,0.578,0,0,1.3102,0.9526,1.3307,0.5651,1.6898,43.8782,0.1823,18.7186,0.7507,3.3282,0.7326,0.9376,9.6543,0,0,0,0,1.3337,0.5918,0.1886,0.3906,0.7391,0,14.8346,17.4863,21.7646,0,0.565,0.7499,12.3504,0.381,0.591,0.7536,4.9918,1.3026,0.186,0,0,1.6646,3.5021,0.1841,0,0.9414,0.7377,0,5.0473,4.8281,0.1868,0,0.1822,0,0,12.5337,1.4882,0.1822,0,0,0,1.5032,0.9423,5.3675,1.6965,0,0.3787,12.036,0,0,0,0,2.21,0,0,2.3897,1.8625,0,0,0,6.6241,0,0.1873,0.1832,0,0.7463,0,0,1.3154
Maryland 5th,MD-05,MD,Health care,Mental health,Immigration,Medicare,Abortion,United Nations,Social security,September 11 attacks,Minimum wage,Climate change,0.2015,11.8496,0.4951,1.9302,0.1144,2.4096,0.1508,0.8775,0.2854,0.3195,0.8886,0.0488,0.9882,4.4568,2.4553,0.5902,9.4253,2.5255,2.4621,0.4129,1.6448,0.0471,0.1502,0.3303,0.0433,0,1.0891,1.9105,0.1063,0,0.3954,0.5275,0.184,1.1918,0.4383,5.6959,2.1823,0.0113,0.9928,0.4965,0.2317,0.5733,0,2.6526,1.1374,4.1065,1.4224,1.1945,34.6138,3.0202,18.8592,0.3878,5.6105,0.5373,2.0172,7.7856,0.0434,0.2711,0.0903,0.0056,2.7264,0.0762,0.0361,2.5689,2.3911,0,8.8491,13.3583,27.7798,0.0653,0.974,2.5825,9.65,1.3832,1.3913,3.9555,8.0567,4.7345,0.6575,0.0604,0,5.4816,3.597,0.0276,0.2074,1.9635,0.5928,0.6193,6.6178,3.3971,0.2693,0.1592,0.2288,0.0364,0.267,8.4343,2.3561,0.1118,0.0113,0,0.0644,1.3137,0.1716,9.6609,2.7289,0,0.8357,10.6862,0.3659,0.201,0.4318,0.5851,4.0905,0,0.1152,8.6869,1.2561,0.6507,0,0.0426,11.344,0.0428,0.5511,0.3465,0.6973,0.8667,0.7902,0.0425,2.5552
Maryland 6th,MD-06,MD,Health care,Immigration,Mental health,Medicare,Islam,Medicaid,Social security,Minimum wage,Property taxes,Abortion,0.8122,9.2005,0.4436,1.3237,0.0169,1.7,0.1067,0.6574,0.0876,0.1554,0.6439,0.1994,0.704,4.1055,2.3367,1.1125,6.7701,7.7014,1.9966,0.6938,2.5394,0,0.1942,0.2063,0.031,0.0258,0.4307,1.6275,0.3032,0,1.9393,0.1734,0.2669,0.9922,0.2171,5.165,0.7944,0.0164,0.5345,0.2677,0.141,0.4425,0,1.8154,0.9831,3.2641,0.4946,1.5313,30.86,0.4829,20.514,0.3663,5.7049,1.3296,1.7873,15.9346,0,0.1659,0.8326,0.0906,2.5543,0,0.0576,1.043,1.2606,0,12.3587,18.5712,19.6426,0.1161,0.201,0.8733,10.9776,0.4189,1.0705,0.6396,3.0021,2.0554,1.618,0.0335,0,7.5902,3.6888,0,0.0698,1.5186,0.4711,1.2717,5.7171,3.6893,0.3718,0.0664,0.2153,0.0494,0.136,9.5356,2.1463,0.0301,0,0,0.1149,1.1051,0.3816,9.0046,1.8546,0,1.1796,11.0332,0.1388,0.2834,0.147,0.2507,2.0836,0,0.0477,5.388,3.3295,0.1924,0,0,7.8406,0.111,0.5198,0.1722,0.1284,1.3254,0.3622,0.0304,2.1452
Maryland 7th,MD-07,MD,Health care,Medicare,Mental health,Immigration,Medicaid,Social security,Property taxes,Abortion,Islam,Climate change,0.1491,10.5604,0.3655,1.5157,0.143,1.6309,0.0719,0.8987,0.149,0.5113,0.8287,0.1288,1.5961,3.5944,2.8306,0.2307,8.187,6.2252,2.2005,1.1532,1.2676,0.0267,0.2243,0.2599,0,0.0094,1.0538,1.4054,0.2145,0,0.2924,0.1006,0.4124,1.0829,0.3645,5.0926,2.5778,0.0184,0.614,0.2445,0.4387,0.4521,0,1.7991,1.0271,4.0089,0.7369,1.5949,48.3464,0.6985,18.256,0.9086,6.879,0.64,1.7313,9.1723,0.0611,0.0741,0.1104,0.009,2.0763,0.0091,0.0535,1.2817,3.9368,0,14.5799,26.8148,24.4358,0.0181,0.6421,0.7613,8.0631,1.0297,1.3153,0.5334,7.2572,1.568,2.987,0.0371,0,3.0954,5.6227,0.0178,0.169,1.8512,0.3847,0.2105,6.9352,5.745,0.1141,0.1062,2.159,0.0412,0.2081,10.7309,3.743,0.0539,0.0837,0.1935,0.162,1.5569,0.275,6.2686,1.9645,0,1.0716,11.7532,0.1946,0.3674,0.2475,0.2444,2.7247,0,0.0648,3.5627,2.2504,0.309,0,0,7.4738,0.148,0.2537,0.2739,0.4826,0.4533,0.5883,0,2.158
Maryland 8th,MD-08,MD,Health care,Medicare,Mental health,Immigration,United Nations,Property taxes,Social security,Climate change,Medicaid,Abortion,0.5476,9.9715,0.5705,1.9984,0.0494,3.0599,0.0782,0.7752,0.356,0.6334,1.3193,0.1322,1.5827,4.4677,2.0864,0.3483,10.4151,5.5919,2.7202,0.7512,2.3765,0,0.3196,0.0975,0.1251,0,0.5235,2.7785,0.3173,0,0.2265,0.3195,0.4924,0.9555,0.5443,6.9282,2.0321,0.0611,0.4098,0.1667,0.273,0.5746,0,1.5531,1.7779,3.9754,0.8486,1.661,33.8743,0.5833,20.2515,0.8865,7.2993,0.5777,2.642,9.7495,0.3278,0.1434,0,0,2.4282,0,0.1527,2.9948,1.2933,0,10.3748,25.8746,20.2847,0.0861,0.3328,0.7144,7.8527,1.2873,1.605,1.4466,3.7918,2.0816,1.2551,0.0235,0.1402,9.7546,4.3614,0,0.11,1.1655,0.2958,0.4653,7.9994,3.848,0.8326,0.0192,0.0611,0,0.2455,11.516,2.3472,0.2003,0,0.0717,0.1114,1.7662,0.9817,6.4197,2.0118,0,0.8507,10.517,0.0189,0.6721,0.2527,1.3601,3.0425,0,0.2017,5.5365,3.5138,0.37,0,0.019,13.8791,0.0482,1.0839,0.35,0.2983,0.4537,1.3745,0,2.0516
Maine 1st,ME-01,ME,Health care,Medicare,Mental health,September 11 attacks,Immigration,Climate change,Abortion,Social security,Common core,Minimum wage,1.6149,10.4732,0.3537,1.1344,0.0342,1.0579,0.1304,0.5085,0.0351,0.0693,1.0534,0.0336,1.4152,5.1321,0.8359,0.2646,10.6148,8.9544,4.4723,0.717,0.2674,0,0.0684,0.0329,0,0,0.0178,1.5096,0.3459,0,0.1569,0.2366,0.8761,0.8592,1.138,3.0437,3.1749,0,0.6385,0.111,0.4534,0.2017,0,2.87,1.1774,4.7093,0.8476,1.7051,43.1887,0.3341,11.5022,0.267,7.1872,4.575,5.3115,2.9268,0,0.0165,0.2434,0,3.3233,0.0174,0.0675,1.1089,0.7296,0,5.5792,24.0456,16.8143,0.0333,0,1.4845,8.7719,1.5692,2.8198,0.1015,0.9095,1.989,0.5547,0,0,3.8195,6.0935,0,0.034,0.7091,0.4705,1.8956,6.1029,6.1333,0.2806,0,0.0163,0,0.0497,6.7368,3.0346,0.0329,0,0,0.3798,2.6884,0.0171,13.9761,1.1766,0,0.7525,10.4677,0.0507,1.0272,0.6166,1.0318,3.311,0,0.0169,7.0698,1.8446,0.0326,0,0,6.5736,0,0.3102,0.2346,0.5559,0.4045,0.2158,0,2.4768
Maine 2nd,ME-02,ME,Climate change,Health care,Social security,United Nations,Mental health,Global warming,Medicare,Nuclear power,September 11 attacks,Capital punishment,3.1568,8.4272,0,1.2694,0,1.1827,0,0,0,0,0,0,0,9.1654,0,0,53.4343,5.215,7.9171,0,0,0,0,0,0,0,2.0204,1.199,0,0,0,0,0,0,0,6.0484,0,0,7.6628,0,0,0,0,0,0,20.2654,0,0,42.7752,4.2152,3.0221,0,3.0629,1.2022,3.1261,1.8679,0,0,1.1768,0,4.3788,0,0,3.8166,0,0,4.2628,18.6996,22.3719,0,1.2186,1.1944,7.2488,0,0,1.2077,1.8624,3.04,7.4547,0,0,16.8146,4.884,0,0,1.9062,1.1729,1.2449,1.202,1.1866,0,0,0,0,0,4.2521,0,0,0,0,0,0,0,10.1002,0,0,0,27.3586,0,0,0,0,2.3551,0,1.8803,3.7023,0,0,0,0,23.0701,0,0,2.3661,0,0,0,0,0
Michigan 1st,MI-01,MI,First amendment,Minimum wage,Tariff,September 11 attacks,Nuclear power,Capital punishment,Health care,Immigration,Eminent domain,Mental health,9.0286,0,0,0,0,8.8883,9.2354,0,0,0,0,9.1341,0,17.7727,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8717,9.1245,0,9.5917,0,0,0,0,0,53.0425,0,0,0,0,0,0,0,0,9.0037,0,0,17.7616,0,17.5693,0,0,0,9.093,0,0,0,0,0,8.8512,0,0,0,0,0,8.8837,8.8257,9.4397,0,0,0,35.342,0,0,0,0,0,0,0,0,17.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5755,0,0,0,0,0,0,0,0,35.2832,0,0,8.7855,8.9057,0,0,0,8.796,0,0,0,0,0,0,0,0
Michigan 2nd,MI-02,MI,Health care,Mental health,Medicare,Medicaid,Immigration,Social security,Abortion,Minimum wage,Property taxes,United Nations,1.418,11.0395,0.5051,0.8597,0.1622,1.5991,0,1.5284,0.0416,0.2725,0.5262,0.0546,1.1897,3.6509,2.2489,0.1771,3.5819,6.0769,2.5347,0.6089,0.4249,0,0.0281,0.0267,0,0,0.3295,4.3846,0.4733,0,0.0289,0.5177,0.3361,0.303,0.0998,2.9771,2.8747,0,1.0153,0.5505,0.7046,0.1462,0,2.416,2.2301,3.2167,0.5261,1.5107,26.3215,0.4577,15.4315,0.7092,4.2992,0.4536,1.2369,7.24,0,0.1598,0.1673,0,4.7727,0,0,1.003,1.3792,0,17.1373,18.8657,20.2237,0,0.3937,0.9562,8.8584,0.7063,1.3904,0.3561,0.4595,1.4511,1.2544,0,0,6.8001,3.8753,0,0.2433,0.9235,0.3509,0.5338,5.0909,4.2082,0.0398,0.0397,0.0267,0,0.0851,7.6753,1.1852,0.1357,0,0.0389,0,1.585,0.144,6.1304,2.239,0,0.24,13.5963,0.1261,0.1893,0.2385,0.1996,5.1086,0,0.0669,6.1435,2.9554,0.2049,0,0,7.4349,0.316,0.357,0.0805,0.1278,0.4659,0.0268,0.0839,2.9789
Michigan 3rd,MI-03,MI,Health care,Medicare,Mental health,Medicaid,Social security,Immigration,Minimum wage,Abortion,Property taxes,Tariff,0.4073,10.6106,0.6919,0.7492,0.0222,1.5223,0.4117,0.9462,0.0108,0.4788,0.8691,0.1988,0.8822,5.3558,1.7364,0.3565,7.7744,4.7729,1.6738,0.7156,0.5686,0.056,0.1059,0.0504,0,0.0105,0.7269,3.5626,0.3316,0.0106,0.5384,0.1011,0.5662,0.9327,1.0182,3.4014,1.7392,0.1016,0.6924,0.1128,1.3832,0.3107,0,3.6647,3.1583,3.815,1.6605,3.0391,31.506,5.4397,12.5832,0.4813,4.5777,0.506,1.4682,7.1048,0,0.0233,0.042,0,3.7637,0.0305,0.01,0.9359,1.7841,0,14.6392,18.8606,16.9669,0.1251,0.7511,0.6718,12.154,0.9371,2.2333,0.3727,1.0385,1.467,0.3887,0.0791,0,6.214,4.1615,0.0311,0.0643,1.8349,0.2975,0.2945,5.3695,3.9623,0.0979,0.0103,0.0101,0.2453,0.6978,8.156,1.281,0.1701,0,0,0.0112,1.2829,0.3342,6.2528,1.4112,0,0.257,12.9185,0.2796,0.0981,0.1795,0.2346,8.0908,0,0.1797,3.2867,3.2577,0.075,0,0.0102,5.6951,0.5267,0.5417,0.1326,0.285,0.5476,0.4669,0,2.9413
Michigan 4th,MI-04,MI,Health care,Medicaid,Mental health,Minimum wage,Property taxes,Immigration,Edward Snowden,Climate change,United Nations,September 11 attacks,7.1032,7.9916,0.3829,0.2418,0,0.5405,0.0784,0.227,0,0.0739,0.2324,0,0.317,4.9421,0.5508,0,12.3834,1.2678,0.6274,0.1617,0,0,0,0.0743,0.0764,0,12.534,0.82,0.1502,0,0.2385,0,0.0782,0.1509,0,3.0425,0.5932,0,0.5318,0.1529,3.776,0,0,0.1509,11.4249,2.8758,5.2003,0.6789,40.8859,0.1482,13.9391,0.6746,2.7576,1.8507,0.1524,7.9622,0,0.0763,0,0,3.7209,0,0,0.4664,0.3726,0,25.4867,9.7835,21.4814,0,0,0.0752,20.4566,1.9716,0.7984,0.15,2.0747,0.4461,5.0547,0,0,2.3808,1.3326,0,0.1574,0.4544,0.0754,7.1773,2.6328,2.4641,0.1462,0.0758,0,0,0,16.9554,0.4518,0,0,0,0,1.7265,1.7745,11.8877,0.8255,0,0.2283,11.8347,0.0748,0,0.1502,0.155,6.137,0,0,2.5835,0.6742,0,0,0,12.1437,0.0737,0.0745,0.5954,0.2266,0.1485,1.7091,0,0.9147
Michigan 5th,MI-05,MI,Medicaid,Mental health,Health care,Medicare,Federal reserve system,Social security,Minimum wage,Planned Parenthood,Pensions,Abortion,1.078,6.7367,0,0,0,0,0,1.0782,0,0,1.1131,0,0,5.3042,4.4845,0,3.1746,5.6669,1.0706,1.1523,1.1082,0,0,0,0,0,1.0751,3.1784,0,0,0,0,0,0,0,15.1593,1.0556,0,1.0873,0,0,0,0,3.2268,1.0915,2.1616,3.2662,0,17.0312,1.0553,3.1501,0,4.2574,2.109,1.087,6.3587,0,0,0,0,4.2279,0,0,0,0,0,27.6042,15.8235,17.1644,0,0,1.0719,12.6819,1.0823,3.4692,1.0835,1.0568,1.063,1.0574,0,0,1.06,2.1052,0,0,0,0,0,8.5487,10.6399,0,0,0,0,0,2.149,1.0714,0,0,0,0,0,0,6.3376,0,0,0,12.7626,0,0,0,0,2.1035,0,1.0886,3.1492,2.1697,0,0,0,2.1018,0,0,0,0,1.0593,1.127,1.0689,0
Michigan 6th,MI-06,MI,Medicaid,Minimum wage,Mental health,Health care,Medicare,Abortion,Social security,Property taxes,Capital punishment,Gerrymandering,3.4112,11.4308,0.6109,0.3311,0,1.1881,0.3124,5.2254,0,0,0,0,0.6326,8.2326,0.314,0.6194,2.9648,5.8008,1.2349,0,0,6.0406,0,0,0,0,0.3209,2.0825,0,0,0,0,0.3201,0,0,1.8234,4.2296,0,3.0558,0,0,0,0,0.6023,7.2123,1.5134,0.3048,0.6067,12.2946,0.2957,6.4751,0,1.1924,0.2954,0.9132,3.2704,0,0,0.8952,0,2.4561,0,0,0,0.2979,0,21.3848,11.8393,15.1867,0,0,0,17.8199,0.5991,0.2995,0,0.5927,0.2959,0,0,0,3.884,2.0689,0,0.6291,0,0,0,0.6039,2.3868,0,0,0,0,0,10.2675,0.6004,0,0,0,0,0.6025,0,4.1435,0,0,0.304,10.5124,0,0,0,0,0.5891,0,0.3047,2.0629,0.5959,0,0,0,2.6497,0.2985,0,0,0.2962,0.5905,0.2969,0,4.0463
Michigan 7th,MI-07,MI,Health care,Medicare,Mental health,Medicaid,Tariff,Social security,Immigration,Abortion,Islam,Minimum wage,2.6498,10.0854,2.7334,0,0,0.8699,0,1.8757,0,0,0.9122,0,0,1.822,1.8375,0.9242,2.5893,4.6418,1.8395,0.9441,3.6092,0,0,0,0,0,2.8163,1.7369,0,0,0,0,0,0.8825,0,0,1.7298,0,1.7793,0,0,0,0,0.8806,1.7877,0,0.8898,0,56.6184,0.8649,10.3204,0,2.6154,0.8637,0,9.5487,0,0,0,0,5.2771,0,0,0,0,0,19.1076,21.6112,19.2301,0,0,0,9.5194,0.886,0.9472,0.8875,0,0,0.8659,0,0,0,4.317,0,0,0.8853,0,0,4.4009,6.0982,0,0,0,0,0,6.0581,1.7805,0,0,0,0,0,0.9018,6.9378,1.7632,0,0,10.446,0,0,0.8778,0,12.108,0,0,1.7205,0.871,0,0,0,3.4669,0,0,0,0,0.867,0.8679,0,3.5757
Michigan 8th,MI-08,MI,Mental health,Health care,Medicare,Medicaid,Social security,Immigration,Minimum wage,Climate change,Abortion,Planned Parenthood,0.5802,8.7995,0.4694,1.3627,0.0453,3.1135,0.1506,1.6857,0.1491,0.0434,0.6181,0.4947,1.4129,4.7928,3.5083,0.0465,9.2732,4.9426,2.0188,0.7539,0.8075,0.1548,0.1463,0.1683,0.0862,0,0.5312,2.5697,0.1012,0,0.2318,0.1897,0.1952,0.7243,0.1151,7.3507,1.9191,0.234,0.608,0.5585,0.9894,0.1702,0,5.4661,5.3265,5.182,1.6775,1.0775,22.7274,0.8862,10.9947,0.1725,6.2572,1.1804,1.5297,8.3144,0.0289,0.0447,0,0,4.4383,0,0.0984,1.0887,0.6394,0,15.2348,15.7775,23.5683,0.0437,0.2032,0.646,10.7499,1.8676,1.9311,0.5441,1.1729,1.5502,2.0046,0,0,2.2627,2.7859,0.0276,0.1927,0.7666,0.5679,0.5135,5.3397,8.4734,0.0444,0,0.0439,0,0.0567,5.4534,1.0419,0.0867,0,0.3939,0.1427,1.2156,0.2472,6.1303,0.7248,0,0.627,13.0669,0,0.1264,0.1855,0.1763,4.7661,0,0.2721,4.481,2.8163,0.5805,0,0,5.8799,0.6589,0.7358,0.0997,0.1359,0.8917,0.5884,0.2672,1.3845
Michigan 9th,MI-09,MI,Health care,Medicare,Mental health,Medicaid,Immigration,Social security,Property taxes,Islam,Abortion,Minimum wage,0.5749,9.4343,0.9506,1.0451,0,1.2306,0.0582,0.6541,0,0.2793,0.443,0.0403,1.1178,4.3054,1.378,0.1369,5.9827,4.3732,1.429,0.8642,1.1832,0,0.1187,0,0,0,0.2514,2.9611,0.4364,0,0.1351,0.1471,0.5719,0.9265,0.0407,4.9852,1.7627,0.0338,0.5476,0.465,0.3949,0.1741,0,1.3036,4.2837,3.6885,0.1359,0.7668,32.5389,0.4847,11.3304,0.7006,6.3899,0.6582,1.907,9.6907,0.1204,0.0489,0.0338,0,3.2451,0,0.0943,0.9056,0.9676,0,17.9674,26.7146,22.6279,0.1471,0.2093,0.7376,8.8905,0.9717,1.4438,0.0626,1.0265,1.9091,1.2415,0,0,2.3418,3.0634,0.0486,0.0236,0.7684,0.1948,0.2423,5.0983,6.0926,0,0.0157,0,0.0237,0.435,9.7651,2.0381,0.0982,0,0.0474,0.0461,1.7244,0.6699,7.2125,0.7885,0,1.0485,11.014,0.0877,0.0649,0.4512,1.6911,4.8074,0,0.2962,4.145,1.9985,0.0391,0,0,6.9251,0.1526,0.4161,0.1326,0.1027,0.7507,0.3542,0,1.6153
Michigan 10th,MI-10,MI,Health care,Islam,Tariff,Medicare,Medicaid,Mental health,Social security,Abortion,Minimum wage,September 11 attacks,0.828,12.9944,0,0.3952,0,0.634,0,0.8284,0.4815,0.3699,1.2367,0,1.9905,3.093,0.3838,0.1932,5.772,1.8307,2.1968,0.1972,1.8724,0,0,0,0,0.1885,0,0.544,1.0757,0,0.4879,0,0.1956,1.2839,0.1868,4.717,1.3492,0,0.5543,0,0,0,0,1.2847,5.8614,1.6613,0.3729,2.2133,26.3027,0.362,5.3905,0,4.6432,0.63,0.3723,24.1361,0,0,0,0,5.5265,0,0,0,1.4523,0,14.7773,15.242,14.7708,1.0974,0.8315,0.3676,10.9209,0.1854,2.2063,0,0.9934,0.5456,0.1812,0.561,0,4.8249,1.0832,0,1.8871,1.7516,0,0,6.874,3.2832,0.4607,0,0,0,0,5.4377,0.6401,0,0,0,0,0,0.6577,7.7686,0.369,0,0,14.2574,0,0.6322,0,0,16.1539,0,0.1865,2.7879,3.1854,0,0,0,5.2069,0,0.1822,0,0,0.4508,0,0,0.7475
Michigan 11th,MI-11,MI,Health care,Medicare,Mental health,Medicaid,Immigration,Social security,Property taxes,Islam,Minimum wage,Tariff,0.3917,8.9627,0.4426,1.1747,0.0307,2.7484,0.1615,1.0478,0,0.2304,1.1412,0,2.0062,6.543,1.8148,0.0601,6.7506,4.5452,1.3966,1.4398,2.4231,0,0.1612,0.1797,0,0,0.6904,3.3578,0.0607,0,0.0638,0.4211,0.3754,1.5437,0.2994,7.9249,1.5594,0,0.3374,1.3386,0.2495,0.3897,0,1.8183,4.3813,4.8727,1.2058,1.573,33.8269,0.6594,14.505,0.5686,7.7407,1.1788,2.3275,11.1319,0.5164,0.0599,0,0,4.2305,0,0.0292,0.8473,0.8713,0,19.8162,27.3989,22.7332,0,0.6777,0.5095,10.1023,6.7414,1.347,0.5635,1.6897,1.3826,3.9823,0,0,5.574,3.8507,0,0.0312,1.5219,0.0293,0.0311,6.9355,1.8367,0.0892,0,0,0.1176,0.0599,11.8332,1.6221,0.0881,0,0.3976,0.0294,1.7677,0.0307,4.3759,1.7653,0,0.3385,14.1548,0.0297,0.4438,0.0597,2.0943,9.3282,0,0.0303,3.7238,1.8041,0.2585,0,0,6.743,0.5434,0.0592,0.0886,0.1472,0.6294,1.1873,0,0.8588
Michigan 12th,MI-12,MI,Health care,Mental health,Medicaid,Medicare,Immigration,Climate change,Abortion,United Nations,Minimum wage,Islam,0.3144,11.8131,0.5362,2.1037,0.1061,2.1095,0.1629,0.9476,0.3842,0.3613,0.4949,0.079,1.1417,5.534,1.7253,0.1043,11.8663,4.5214,4.296,0.7364,1.1175,0.0225,0.2797,0.0546,0.0117,0.0118,0.5751,1.7692,0.3688,0.0119,0.155,0.2456,0.2036,1.8323,0.2079,3.8273,2.8631,0.0116,0.9695,1.2115,0.3282,0.7014,0,2.3173,3.9201,4.6976,0.4734,1.4235,42.495,0.8742,14.0928,0.5256,5.4092,1.0402,1.7525,10.2795,0.4492,0.1209,0.4179,0,3.7454,0,0.114,2.8619,1.5703,0,17.146,15.7877,31.2937,0.0323,0.2342,0.732,11.2008,2.1026,1.3368,0.5646,1.3664,1.3694,0.9769,0.0328,0.0318,3.6502,6.6479,0,0.2525,0.8586,0.7084,0.5597,4.8351,9.3366,0.0558,0.0651,0.0226,0,0.2008,7.5534,2.199,0.0226,0,0.0114,0.1296,2.685,0.1349,6.529,1.0322,0,0.4277,10.0254,0.0355,0.2769,0.496,0.5467,5.1971,0,0.1551,4.4983,2.2715,0.4849,0,0,11.2625,0.618,0.9333,0.2711,0.1134,0.4659,1.1527,0.0551,2.6026
Michigan 13th,MI-13,MI,Islam,Health care,Immigration,Mental health,Net neutrality,Medicaid,Abortion,Minimum wage,Medicare,September 11 attacks,0.4511,15.4604,1.3702,0.953,0,7.1061,0,0.9024,0.473,0,0,0,1.4185,3.5705,0.9309,0,4.8682,8.0923,2.3484,0,0,0,0,0,0,0,0,2.6988,0.4561,0,0,1.3508,0,0,0.4567,4.0879,0.885,0,1.819,0,0,0,0,1.8021,3.6475,5.8791,0.4556,0.4451,35.5937,0.4419,23.7375,0,2.2276,0.8824,4.0933,74.6038,0,0,0.4459,0,1.8077,0,0,3.2465,0,0,17.3223,12.8012,22.2856,0,0,0.4488,13.703,0.9054,0,0,0.889,2.2107,19.9253,0,0,1.7885,2.2113,0,0,0.9047,0,0,3.9992,4.0113,0,0.4518,0,0,0,4.8872,0.4484,0,0,0,0,2.6887,0,9.302,0.4504,0,0,6.2203,0,0,2.2366,2.2873,4.8405,0,0,7.0386,1.7918,0,0,0,7.4868,0,1.78,0,0,0.4431,0.4434,0,1.3674
