District,Code,State,FIRST,SECOND,THIRD,FOURTH,FIFTH,SIXTH,SEVENTH,EIGHTH,NINTH,TENTH,2003 Invasion of Iraq,Abortion,Abortion-rights movement,Affirmative action,Agricultural subsidies,Aid,Alternative energy,Anti-abortion movements,Basic income,Body worn video,Campaign finance,Campus sexual assault,Capital gains tax,Capital punishment,Charter schools,Chelsea Manning,Climate change,Common core,Confederate states,Corporate tax,DACA,Dakota Access pipeline,Dream act,Drug policy,Drug testing welfare recipients,Economic stimulus,Edward Snowden,Electoral college,Electoral fraud,Electronic Classroom of Tomorrow,Eminent domain,Equal pay for equal work,Estate tax in the United States,Euthanasia,Executive Order 13769,Federal reserve system,First amendment,Flag desecration,Flags of the confederate states,Free trade,Freedom of religion,Gender identity,Gender workplace diversity,Genetically modified organism,Gerrymandering,Global warming,Government spending,Gun control,Health care,Hydraulic fracturing,Immigration,Immigration to the United States,Income tax,Iraq War,ISIS,Islam,Israel boycott,Joint Comprehensive Plan of Action (Iran Deal),Labor Unions in the United States,Legal history of cannabis in the United States,Legality of cannabis,LGBT adoption rights,LGBT rights,Lobbying,Lockheed Martin F-35,Maternity leave in the United States,Medicaid,Medicare,Mental health,Mexico-United States barrier,Military budget,Military service,Minimum wage,NAFTA,National Debt of the United States,National security,National Security Agency,NATO,Net neutrality,No fly list,North Korea and weapons of mass destruction,Nuclear power,Obamacare,Offshore bank,Offshore drilling,Overtime pay,Paris Agreement,Patriot act,Pensions,Planned Parenthood,Political corruption,Prescription costs,PRISM,Prison overcrowding,Private Prisons,Property taxes,Public transportation,Right to work,Russian interference in the 2016 United States elections,Russian military action in Syria,Safe spaces,Same-sex marriage,Sanctuary cities,September 11 attacks,Sick leave,Single-payer healthcare,Social programs in the United States,Social security,Solitary confinement,Space exploration,Student loans in the United States,Syrian civil war,Tariff,Tax Cuts and Jobs Act of 2017,Term limits in the United States,Terrorism,Torture,TPP,Transgender people in the military,U.S. national anthem protests,United Nations,Vaccine controversies,Voter turnout,Voting age,War in Afghanistan,Welfare,Whistleblower,Women in combat,Women's health
Colorado 7th,CO-07,CO,Immigration,Health care,Medicaid,Medicare,Mental health,Social security,Minimum wage,Abortion,Hydraulic fracturing,Planned Parenthood,0.07,4.1,0.35,0.35,0.03,0.94,0.21,0.47,0.01,0.24,0.27,0,0.77,2.18,2.62,0.21,3.03,3.17,0.74,0.24,0.89,0.02,0.11,0.05,0,0.01,0.27,1.21,0.36,0,0.2,0.06,0.22,0.72,0.31,2.03,1.42,0.04,0.36,0.14,0.31,0.2,0,1.87,1.55,2.19,0.22,1.6,12.36,3.97,13.18,0.6,2.1,0.28,1.9,2.43,0.01,0.04,0,0,1.15,0,0.01,0.6,0.36,0,12.13,8.99,8.12,0.13,0.21,0.34,4.24,0.21,0.8,0.21,0.54,0.85,0.27,0.01,0.01,2.37,1.53,0.01,0.13,0.48,0.28,0.75,2.11,3.72,0.1,0.09,0.05,0.01,0.04,2.29,0.83,0.06,0,0,0.12,0.56,0.27,3.58,0.58,0,0.44,5.32,0.08,0.25,0.11,0.23,1.89,0,0.04,2.41,1.32,0.04,0,0,2.06,0.18,0.45,0.14,0.15,0.23,0.31,0,0.93
Connecticut 1st,CT-01,CT,Health care,Medicare,Immigration,Mental health,Medicaid,Social security,Pensions,Planned Parenthood,Islam,Minimum wage,0.13,3.39,0.19,0.49,0,0.78,0.26,0.28,0,0.22,0.22,0.04,0.91,2.4,0.92,0.06,2.22,3.3,0.74,0.6,0.81,0,0.07,0.03,0,0.02,0.32,1.39,0.13,0,0.2,0.35,0.16,0.37,0.06,1.26,0.66,0.03,0.31,0.2,0.33,0.15,0,0.54,0.58,0.88,0.15,1.07,31.99,0.21,15.31,0.32,3.15,0.26,0.86,4.76,0,0,0.08,0.01,1.37,0,0.03,0.89,1.78,0,7.05,21.87,8.84,0.13,0.16,0.19,4.62,0.09,0.78,0.14,0.35,0.69,0.17,0.02,0,1.62,2.67,0.05,0.07,0.49,0.18,0.32,5.09,4.83,0.05,0,0,0.09,0.18,3.8,0.93,0.11,0,0.02,0.13,0.62,0.07,3.48,0.82,0,0.4,6.7,0.08,0.08,0.09,0.19,1.65,0,0.02,2.19,1.07,0.12,0,0,1.9,0.17,0.24,0.08,0.12,0.18,0.45,0,2.54
Connecticut 2nd,CT-02,CT,Health care,Immigration,Medicare,Mental health,Nuclear power,United Nations,Islam,Minimum wage,Social security,September 11 attacks,0.9,2.3,0.04,0.42,0,1.42,0,0.19,0.02,0.35,0.42,0,0.29,3.83,0.55,0.33,2,4.39,2.28,0.03,0.13,0,0.07,0.03,0,0,0.48,1.93,0.14,0,0.36,0.28,0.08,1.71,0.19,4.22,0.58,0.08,0.88,0.17,0.3,0.1,0,2.72,0.9,0.59,0.75,1.1,22.56,0.41,12.61,0.36,3.31,0.78,1.66,5.3,0,0.03,0.03,0,2.31,0,0,0.48,0.32,0,3.39,12.4,7.92,0.02,0.58,1.01,5.18,0.28,0.93,0.73,0.38,1.25,0.22,0,0,6.53,1.29,0,0.21,0.76,0.39,0.1,3.82,4.14,0.09,0,0,0,0.08,1.94,0.81,0.08,0,0.03,0.08,0.4,0.23,4.44,0.54,0,0.51,4.7,0.06,0,0.05,0.25,2.85,0,0.05,3.52,1.37,0.25,0,0.08,5.43,0.2,0.08,0.03,0.03,0.17,0.03,0.03,1.04
Connecticut 3rd,CT-03,CT,Health care,Immigration,Medicare,Mental health,Common core,Islam,Abortion,Social security,Medicaid,Planned Parenthood,0.47,5.1,0.45,1.74,0.03,1.27,0.11,0.32,0.04,0.18,0.32,0.03,0.66,2.53,0.78,0.14,3.73,5.79,1.21,0.48,1.09,0.01,0.18,0.06,0.01,0.02,0.31,0.81,0.17,0,0.19,0.32,0.16,0.61,0.09,1.5,1.14,0.04,0.56,0.37,0.65,0.21,0,0.87,0.48,1.58,0.37,1.19,25.59,0.4,17.14,1.87,3.81,0.78,2.18,5.27,0,0.09,0.01,0,1.49,0.06,0.11,0.39,0.36,0,4.66,13.06,9.78,0.05,0.1,0.55,4.28,0.64,0.37,0.29,0.51,0.69,0.29,0,0.01,2.62,2.18,0.02,0.09,0.63,0.27,1.2,3.71,4.4,0.06,0.01,0.03,0.03,0.14,3.35,1.41,0.19,0.01,0,0.07,0.7,0.18,4.1,0.74,0,0.23,4.95,0.15,0.24,0.12,0.26,2.22,0,0.07,3.69,1.49,0.23,0,0,3.72,0.16,0.45,0.31,0.25,0.41,0.17,0.02,1.77
Connecticut 4th,CT-04,CT,Health care,Immigration,Medicare,Islam,United Nations,Climate change,Minimum wage,Property taxes,Mental health,September 11 attacks,0.2,3.34,0.21,0.63,0,1.79,0,0.22,0,0,0,0,0.91,2.15,0.45,0,4.36,2.86,0.64,0.87,1.31,0,0.65,0,0,0,0.8,1.27,0.44,0,0,0,0.85,0.23,0.2,1.73,0.2,0,0.63,0,0,0,0,0.6,0.85,1.48,0.23,0,20.02,0.21,16.14,0.87,3.08,0,2.06,7.51,0,0,0,0,3.52,0,0,0.65,0.41,0,3.07,14.82,3.89,0,0,0.42,4.18,0.83,0.21,0,0.44,1.03,0.21,0,0,1.64,3.08,0,0,0.21,0,0.2,3.49,2.95,0,0,0,0,0,4.14,0.83,0.21,0,0,0,0.41,0,3.69,0.22,0,0.21,3.36,0,0.24,0.21,0.21,1.65,0,0,2.04,0.63,0,0,0,5.15,0,0.4,0,0,0.47,0.81,0,2.79
Connecticut 5th,CT-05,CT,Health care,Immigration,Medicare,Mental health,Common core,September 11 attacks,Social security,Islam,Minimum wage,Pensions,1.08,3.91,0.14,0.68,0.03,2.01,0.35,0.39,0,0.03,0.26,0.02,0.5,2.43,1.01,0.12,2.64,5.56,0.93,0.18,1.82,0,0.01,0.01,0.14,0.01,0.08,0.7,0.2,0,0.34,0.1,0.04,0.19,0.01,2.47,0.27,0,0.26,0,0.16,0.27,0,0.44,1.24,0.87,0.37,0.71,17.76,0.19,13.28,0.74,3.49,0.73,2.98,4.19,0,0.01,0.01,0.03,1.7,0,0.11,0.27,0.04,0,3.42,12.62,6.95,0,0.05,0.72,4.16,0.32,0.99,0.25,0.46,1.34,0.26,0.03,0,1.33,1.2,0.01,0.01,0.54,0.2,0.2,4.08,2.6,0.05,0.01,0,0,0.04,2.23,0.76,0.31,0.04,0,0,0.7,0.16,4.61,0.48,0,0.67,4.28,0.01,0.39,0.24,0.91,1.41,0,0.03,3.18,1.77,0.05,0,0.01,3.09,0.04,0.43,0.05,0.32,0.36,0.15,0,2.54
Delaware At-Large,DE-AL,DE,Health care,Immigration,Medicare,Mental health,Charter schools,Common core,Medicaid,Islam,Terrorism,Minimum wage,0.59,4.17,0.24,0.93,0.01,0.5,0.03,0.45,0.04,0.24,0.35,0.05,0.13,3.52,9.34,0.16,2.01,5.59,1.79,0.29,0.87,0.01,0.06,0.03,0,0.02,0.14,1.58,0.11,0,0.14,0.1,0.46,1.16,0.22,1.76,1.52,0.07,0.49,0.25,0.65,0.18,0,0.83,0.76,1.31,1.12,1.72,17.24,0.3,13.34,0.39,2.81,0.15,1.33,4.92,0,0.03,0.02,0,1.23,0,0.09,0.32,0.19,0,5.37,12.18,9.36,0.1,0.3,0.16,4.36,0.17,0.46,0.06,0.84,1.37,0.28,0,0,1.98,2.12,0,0.18,0.32,0.65,0.36,3.9,2.88,0.07,0.02,0,0,0.29,3,0.63,0.09,0,0.01,0,0.8,0.52,3.38,0.32,0,0.46,3.91,0.05,0.1,0.06,0.11,1.27,0,0.42,4.73,2.55,0.03,0,0.07,2.64,0.17,0.42,0.45,0.07,0.23,0.49,0,1.28
Florida 1st,FL-01,FL,Medicaid,Medicare,Immigration,Health care,Social security,Property taxes,Income tax,Aid,Minimum wage,2003 Invasion of Iraq,3.88,2.7,0.46,0.21,0,4.28,0.03,0.94,0.18,0.41,0.41,0,0.34,2.55,0.13,0.25,0.56,1.48,1.5,0.19,1.89,0,0.03,0.06,0.06,0,0.16,0.33,1.46,0,0.03,0,0.16,0.06,0,0.9,0.53,0,0.73,0.09,0.1,0,0,0.88,0.1,0.29,0.31,1.35,6.65,0.09,8.47,0.09,4.38,0.18,0.81,0.68,0,0.03,0,0.03,1.01,0,0,0.72,2.88,0,11.16,9.04,3.24,0.09,0.06,0.84,3.9,0.15,0.24,0.92,0.16,1.06,0.41,0,0,1.02,1.19,0,0.09,0.94,0,0.15,1.6,0.61,0,0,0.06,0,0,4.62,0.37,0,0,0,0,0.32,0.06,2.34,0.55,0,0.39,4.7,0.06,0,0.1,0.06,0.43,0,0,1.95,0.86,0.03,0,0,1.29,0.09,0.21,0.19,0,0.13,0.61,0,0.71
Florida 2nd,FL-02,FL,Health care,Immigration,Medicaid,Medicare,Mental health,Abortion,Terrorism,Minimum wage,Social security,Capital punishment,0.02,7.36,0.28,0.98,0.04,1.83,0.07,0.93,0.06,0.29,0.85,0.04,0.28,4.23,1.55,0.04,3.67,1.02,1.41,0.7,0.53,0,0.14,0.06,0,0.02,0.31,1.18,0.57,0,0.24,0.29,0.18,0.9,0.4,2.76,1.15,0.1,0.81,0.1,0.3,0.17,0,0.92,0.51,1.68,0.51,1.33,18.98,0.41,11.34,0.33,4.1,0.23,1.59,4.02,0.02,0.02,0.06,0,1.21,0.04,0.14,2.81,0.33,0,10.88,8.4,8.31,0.11,0.08,0.49,4.42,0.35,0.59,0.26,0.78,0.81,0.19,0,0,1.73,2.61,0.02,0.44,0.75,0.15,0.46,2.2,3.16,0.22,0.06,0.08,0.22,0.18,3.79,0.8,0.06,0.04,0,0.06,1.21,0.48,3.19,0.49,0,0.44,4.38,0.27,0.24,0.26,0.17,1.7,0,0.06,5.15,1.4,0.56,0,0.04,2.67,0.17,1.91,0.07,0.08,0.28,0.5,0.02,0.86
Florida 3rd,FL-03,FL,Health care,Immigration,Medicare,Medicaid,Mental health,Abortion,Social security,Property taxes,Terrorism,Minimum wage,0.14,5.65,0.19,0.65,0.05,1.08,0.13,0.29,0.15,0.1,0.41,0.01,0.72,2.2,1.67,0.09,2.05,2.22,1.57,0.45,0.68,0.04,0.16,0.04,0,0.11,0.13,1,0.17,0,0.2,0.17,0.2,0.77,0.12,1.5,1.17,0.08,0.67,0.13,0.26,0.22,0,1.5,0.51,1.47,0.51,0.69,18.14,0.57,11.49,0.55,3.46,0.32,1.79,3.1,0,0.05,0.01,0,1.21,0,0.02,1.5,0.39,0,10.17,11.34,6.73,0.04,0.06,0.54,3.78,0.3,0.85,0.46,0.44,1.02,0.48,0,0,2.03,2.56,0.1,0.17,0.35,0.37,0.2,2.52,1.77,0.36,0.02,0.01,0.01,0.26,4.14,1.04,0.02,0,0.01,0.11,1.02,0.49,2.94,0.72,0,0.42,5.43,0,0.17,0.07,0.05,1.19,0,0.22,4.05,1.3,0.19,0,0,2.17,0.26,1.24,0.14,0.02,0.12,0.24,0,0.87
Florida 4th,FL-04,FL,Health care,Medicare,Medicaid,Immigration,Mental health,Property taxes,Social security,Abortion,Charter schools,September 11 attacks,0.03,5.19,0.1,0.48,0.02,0.7,0.06,0.28,0.02,0.08,0.24,0,0.34,1.92,3.81,0.1,0.81,1.37,1.25,0.42,0.49,0,0.09,0.03,0.01,0.01,0.16,1.04,0.33,0.02,0.11,0.06,0.17,0.47,0.07,1.88,1.69,0.09,0.55,0.19,0.17,0.15,0,0.66,0.5,0.7,0.48,0.78,15.6,0.28,11.33,0.28,3.46,0.24,1.26,3.27,0.02,0.01,0.01,0,0.97,0.01,0.02,1,0.98,0,11.52,13.64,5.92,0.11,0.16,0.7,3.66,0.19,0.68,0.28,0.99,0.83,0.28,0.03,0.01,1.16,2.37,0.03,0.3,0.79,0.05,0.38,2.52,1.47,0.16,0.02,0.02,0.02,0.06,5.7,0.55,0.05,0.01,0.01,0.07,0.54,0.29,3.69,0.43,0,0.38,5.3,0.02,0.17,0.15,0.14,1.19,0,0.08,2.51,1.04,0.04,0,0.01,1.46,0.1,1.16,0.19,0.05,0.34,0.23,0,0.65
Florida 5th,FL-05,FL,Health care,Medicare,Medicaid,Immigration,Mental health,Property taxes,Abortion,Social security,Minimum wage,Islam,0.15,5.32,0.05,0.52,0.01,0.79,0.03,0.57,0.01,0.04,0.4,0,0.32,2.36,2.8,0.05,0.55,1.36,1.77,0.35,0.53,0,0.19,0.02,0.01,0,0.37,1.08,0.73,0.01,0.35,0.03,0.08,0.23,0.03,0.94,2.1,0.04,0.97,0.09,0.21,0.22,0,0.46,0.38,0.49,0.69,0.55,16.72,0.41,11.3,0.43,2.95,0.4,1.03,4.03,0.01,0.01,0,0,1.06,0.01,0.01,0.9,0.75,0,12.62,13.16,6.59,0.06,0.08,0.89,4.29,0.23,0.75,0.41,0.5,0.68,0.27,0.01,0,1.52,2.12,0.01,0.15,0.68,0.03,0.33,3.03,1.15,0.21,0.01,0.01,0.01,0.17,6,0.55,0.03,0,0.01,0.04,0.54,0.41,2.79,0.5,0,0.19,4.85,0.01,0.24,0.07,0.21,0.86,0,0.04,3.15,1.93,0.02,0,0.01,1.55,0.05,0.71,0.37,0.16,0.61,0.25,0,0.61
Florida 6th,FL-06,FL,Health care,Medicare,Immigration,Medicaid,Social security,Mental health,Minimum wage,Property taxes,Obamacare,September 11 attacks,0.21,3.28,0.04,0.29,0.03,0.59,0.04,0.26,0.03,0.39,0.22,0.01,0.58,2.14,1.59,0.07,1.86,1.32,0.76,0.57,0.41,0,0.05,0.01,0,0,0.18,1.65,0.25,0,0.33,0.02,0.2,0.87,0.11,1.45,1.67,0,0.55,0.05,0.1,0.07,0,0.75,0.43,1.09,0.25,1.13,21.27,0.25,11.13,0.38,3.38,0.34,1.8,2.4,0,0,0,0,1.21,0,0.14,0.82,0.51,0,10.69,17.3,6.23,0.05,0.06,0.55,5.32,0.15,0.97,0.28,0.56,0.54,0.3,0.03,0,1.56,3.6,0,0.41,0.57,0.05,0.15,2.63,0.54,0.12,0.06,0,0,0.13,4.6,0.76,0.27,0,0,0.04,0.6,0.29,3.41,0.32,0,0.51,7.86,0.06,0.2,0.07,0.14,1.18,0,0.11,3.3,1.01,0.19,0,0,1.35,0.04,0.52,0.07,0,0.21,0.25,0.06,0.67
Florida 7th,FL-07,FL,Health care,Immigration,Medicare,Medicaid,Islam,Mental health,Abortion,Property taxes,Minimum wage,Social security,0.08,5.32,0.21,0.78,0,0.78,0.08,0.3,0.04,0.14,0.25,0.07,0.4,2.23,2.77,0.13,2.36,1.01,1.11,0.73,0.8,0,0.09,0.07,0,0,0.16,1.19,0.25,0.03,0.24,0.14,0.24,0.6,0.07,2.58,1.37,0.1,0.6,0.22,0.31,0.24,0,1,0.73,1.41,0.49,0.92,17.16,0.52,13.11,0.61,3.32,0.26,1.43,6.48,0,0.19,0.02,0,1.09,0,0.04,1.2,0.43,0,8.59,9.54,5.65,0.06,0.18,0.52,4.91,0.19,0.61,0.24,0.75,0.9,0.38,0,0,1.83,2.86,0.02,0.27,0.55,0.1,0.27,2.17,2.08,0.14,0.09,0.04,0.02,0.37,4.92,0.75,0.13,0.01,0.08,0.09,0.76,0.21,2.92,0.45,0,0.37,4.37,0.05,0.33,0.15,0.1,1.63,0,0.08,3.08,1.17,0.11,0,0.02,2.08,0.15,1.15,0.19,0.09,0.37,0.33,0,1.06
Florida 8th,FL-08,FL,Medicare,Medicaid,Health care,Immigration,Social security,Property taxes,Mental health,Abortion,Minimum wage,Obamacare,0.28,4.48,0,0.42,0,0.6,0.07,0.23,0.07,0.23,0.15,0,0.31,1.07,1.63,0,1.5,1.58,1.19,0.51,0.15,0,0.07,0,0,0,0.14,1.13,0.82,0,0.43,0.07,0.15,0.54,0,1.09,1.25,0.07,0.58,0.38,0.08,0.07,0,1.03,0.35,0.79,0.23,1.08,17.29,0.13,11.88,1.47,2.41,0.07,1.25,2.6,0,0,0,0,1.25,0,0.07,1.18,0.76,0,17.83,19.56,5.47,0.21,0.28,1.48,4.2,0,0.83,0.28,3.17,0.62,0.07,0,0,1.78,3.9,0.07,0.42,1,0.07,0.07,2.03,1.35,0.07,0,0,0,0,7.25,1.01,0,0,0,0,0.28,0.68,3.32,0.3,0,0.63,8.57,0,0.64,0,0,0.75,0,0,3.05,1.45,0.07,0,0,1.05,0.21,0.97,0,0,0,0.42,0,1.4
Florida 9th,FL-09,FL,Health care,Immigration,Medicare,Medicaid,Social security,Mental health,Property taxes,September 11 attacks,United Nations,Minimum wage,0.18,4.04,0.12,0.09,0.12,0.64,0,0.38,0,0.08,0,0,0.28,1.72,2.38,0.05,1.28,1.59,1.85,0.7,0.91,0,0.05,0,0,0,0.14,1.39,0.39,0,0.05,0.27,0.3,0.63,0,0.73,1.53,0.18,1.03,0,0.27,0.05,0,0.48,0.72,0.86,0.6,0.53,15.17,0.16,13.47,0.44,2.97,0.07,0.77,3.32,0,0,0.02,0,1.04,0,0.02,0.86,0.28,0,8.05,10.5,5.39,0.05,0.07,0.55,4.19,0.21,0.8,0.02,0.26,0.86,0.34,0,0,0.68,2.46,0.15,0.19,0.52,0.05,0.37,1.75,1.49,0.02,0.07,0,0,0.25,4.57,1.08,0.07,0,0,0.02,0.39,0.14,4.4,0.2,0,0.35,5.98,0,0.36,0.08,0.23,0.98,0,0.32,2.61,1.11,0.02,0,0,4.22,0.16,0.54,0.02,0,0.28,0.18,0,0.51
Florida 10th,FL-10,FL,Health care,Immigration,Medicare,Medicaid,Mental health,Minimum wage,Abortion,Islam,Property taxes,Charter schools,0.11,4.65,0.08,0.39,0.03,0.58,0.03,0.14,0.02,0.1,0.29,0,0.39,1.93,3.89,0.03,1.53,0.93,1.04,0.55,0.49,0,0.04,0.01,0,0,0.32,1.04,0.21,0,0.07,0.1,0.05,0.55,0.25,1.9,1.25,0.03,0.55,0.3,0.22,0.13,0,0.77,0.62,1.05,0.26,0.66,15.09,0.34,13.4,0.27,2.76,0.1,1.2,4.6,0,0.01,0.05,0,0.91,0,0.05,1.42,0.34,0,7.91,8.01,5.11,0.05,0.04,0.24,4.73,0.13,0.6,0.37,0.37,0.39,0.22,0.01,0,1.03,2.23,0.06,0.39,0.51,0.05,0.25,1.98,2.8,0.17,0.01,0,0,0.12,4.16,1.07,0.09,0,0.05,0.06,0.32,0.16,2.4,0.44,0,0.35,3.39,0.1,0.21,0.02,0.1,1.41,0,0.09,2.78,0.72,0.06,0,0.01,1.72,0.07,0.55,0.25,0.08,0.46,0.31,0,0.69
Florida 11th,FL-11,FL,Health care,Medicare,Immigration,Medicaid,Social security,Mental health,Minimum wage,Property taxes,September 11 attacks,Terrorism,0.31,0.65,0,0.33,0,0.7,0,0,0,0.74,0.34,0,1.05,1.67,3.13,0,0.7,1.94,0.35,0.65,0.68,0,0,0,0,0,0.34,2.7,0,0,0,0,0,0.71,0,1.36,1.44,0,0.68,0,0,0,0,0.32,0,0,0.31,1.11,16.1,0.33,10.7,0.68,2.9,0,0.97,1.28,0,0,0,0,2.04,0,0,0.64,0.32,0,9.67,14.71,6.75,0,0,0,5.25,0,0.98,0.65,0.35,0.97,0,0,0,1.61,2.59,0,0.98,0.67,0,0,1.94,0,0.33,0,0,0,0.32,4.51,1.67,0.33,0,0,0,1.62,0,3.53,0.35,0,0.34,6.88,0,0,0,0,1.31,0,0.33,3.24,0.31,0,0,0,0.65,0,0.63,0,0,0,0,0.32,0.34
Florida 12th,FL-12,FL,Health care,Immigration,Medicare,Medicaid,Mental health,Social security,Minimum wage,Abortion,Property taxes,Terrorism,0.22,4.45,0.1,0.17,0.03,0.36,0.48,0.24,0,0.37,0.1,0,0.59,2.9,2.34,0.15,0.89,2.52,0.84,0.19,0.23,0,0.03,0,0.08,0,0.11,0.82,0.42,0,0.16,0.07,0.11,1.86,0,1.07,1.41,0.08,0.35,0.29,0.33,0.33,0,0.77,0.23,0.87,0.54,2.26,17.38,0.56,13.71,0.25,2.73,0.22,1.02,3.49,0,0,0,0,0.67,0,0,0.64,0.48,0,12.18,12.42,6.41,0.03,0.03,0.55,5.42,0.07,0.81,0.18,0.48,0.42,0.26,0,0,2.36,2.14,0,0.32,0.63,0.19,0.27,1.63,1.3,0,0,0,0,0,4.21,0.92,0.18,0,0,0.03,0.37,0.78,3.12,0.14,0,0.72,6.1,0.11,0.04,0.11,0,1.24,0,0.2,3.62,0.89,0.06,0,0,1.12,0.23,0.28,0.07,0,0.58,0.34,0,0.29
Florida 13th,FL-13,FL,Medicare,Health care,Medicaid,Immigration,Income tax,National Debt of the United States,Mental health,Social security,Property taxes,Corporate tax,1.66,3.99,0.09,0.18,0.6,0.52,0.63,0.67,0.04,0.13,0.24,0.01,0.52,1.1,0.46,0.06,0.77,1.12,1.82,5.33,0.23,0,0.02,0.03,0,0,0.15,2.24,0.83,0.02,0.1,0.03,0.16,0.35,0.63,2.96,0.72,0.02,0.76,0.13,0.04,0.68,0,1,0.85,1.11,0.21,0.32,18.31,0.22,10.83,0.15,9.31,0.1,1.72,4.18,0.01,0.01,0.01,0,1.09,0,0.01,0.62,0.79,0,17.91,18.41,8.05,0.04,0.07,1.44,3.64,0.16,9.23,0.21,2.8,0.86,0.18,0,0,1.06,3.45,0,0.78,0.98,0.04,0.24,1.55,3.93,0.05,0.03,0.02,0.02,0.1,6.36,0.91,0.03,0,0,0.04,0.32,0.18,1.9,0.24,0,0.78,6.97,0.02,0.08,0.09,0.06,0.88,0,0.03,3.71,1.38,0.05,0,0.01,1.52,0.61,1.02,0.05,0.02,0.13,0.13,0,2.36
Florida 14th,FL-14,FL,Health care,Immigration,Medicare,Medicaid,Mental health,Property taxes,Abortion,Social security,Minimum wage,Islam,0.08,4.21,0.21,0.43,0.03,0.81,0.14,0.31,0.03,0.16,0.25,0.01,0.6,2.36,2.11,0.12,1.64,0.97,1.02,0.64,0.74,0.01,0.1,0.01,0,0.01,0.23,0.7,0.29,0,0.18,0.17,0.17,0.65,0.04,1.95,1.04,0.08,0.57,0.38,0.18,0.17,0,0.78,0.57,1.16,0.31,0.8,17.98,0.42,12.42,0.29,3.14,0.31,1.65,3.52,0.03,0.04,0,0,1.19,0.01,0.04,1.17,0.29,0,7.64,10.95,6.14,0.06,0.13,0.41,4.01,0.28,0.77,0.35,1.05,0.88,0.47,0.01,0,1.27,2.63,0.03,0.31,0.54,0.14,0.23,2.26,1.75,0.16,0.02,0.04,0,0.26,4.29,0.89,0.15,0,0.01,0.07,0.53,0.24,2.79,0.46,0,0.42,4.03,0.1,0.16,0.12,0.12,1.31,0,0.09,3.3,1.05,0.06,0,0.03,2.09,0.12,0.7,0.05,0.1,0.23,0.38,0.01,1.22
Florida 15th,FL-15,FL,Health care,Immigration,Medicare,Medicaid,Property taxes,Mental health,Minimum wage,Islam,Abortion,Social security,0.23,4.82,0.31,0.19,0.02,0.58,0.05,0.2,0.02,0.26,0.02,0,0.66,1.79,1.91,0.05,0.72,1.07,1.94,0.24,0.17,0.02,0,0.02,0,0,0.07,1.03,0.1,0,0.12,0.05,0.07,0.66,0.02,2.79,1.15,0.02,1.82,0.03,0.35,0.12,0,0.5,1.45,0.26,0.12,0.26,15.04,0.44,11.02,0.07,3.02,0.17,1.79,5.04,0,0.02,0,0,0.8,0,0.02,1.04,0.07,0,9.87,10.38,7.32,0.12,0.07,0.66,6.43,0.05,0.51,0.3,0.97,1.09,0.28,0.03,0,1,2.26,0,0.24,0.26,0.02,0.27,1.39,1.72,0.12,0.02,0,0,0.02,7.32,0.73,0.05,0,0,0.05,0.69,0.3,2.8,0.22,0,0.19,4.41,0.05,0.07,0.03,0.02,1.29,0,0,2.97,2.09,0.07,0,0,1.92,0.3,1.03,0.02,0.24,0.37,0.85,0.02,1.05
Florida 16th,FL-16,FL,Medicare,Health care,Immigration,Medicaid,Social security,Obamacare,Property taxes,Islam,Abortion,Minimum wage,0.08,4.37,0.08,0.59,0.09,0.46,0.17,0.17,0.08,0,0.18,0,0.92,2.87,1.71,0,1.25,2.23,1.77,0.35,0.7,0,0,0,0,0,0.27,0.52,0.18,0,0.18,0.17,0.61,0.74,0.08,1.4,1.04,0.09,0.7,0,0.27,0.35,0,0.91,0.51,1.64,0.36,1.04,18.21,0.33,10.07,0.26,3.5,0.26,1.42,4.78,0,0,0.18,0,0.62,0,0,0.75,0.17,0,8.22,18.64,3.76,0,0.08,0.34,4.24,0.25,0.92,0,0.52,1.16,0,0,0,1,6.11,0,0.09,0.69,0.25,0.42,3.88,2.47,0,0.26,0,0.09,0,4.99,0.52,0.26,0,0,0,0.25,0.33,3.33,0.17,0,0.26,6.38,0.1,0.29,0.1,0.17,1.1,0,0.25,1.85,1.73,0.08,0,0.08,1.93,0.25,1.24,0.17,0.08,0.08,0.24,0,0.27
Florida 17th,FL-17,FL,Abortion,Health care,Mental health,Immigration,Property taxes,Medicare,Charter schools,Minimum wage,Gun control,Offshore drilling,1.36,20.8,1.4,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,4.12,1.47,0,1.46,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,2.88,0,0,1.44,0,0,1.46,0,1.37,0,1.4,0,4.74,16.51,0,13.34,0,1.38,0,0,2.72,0,0,0,0,1.47,0,0,1.37,0,0,1.37,6.28,15.1,0,0,1.39,5.58,0,1.39,0,1.43,0,0,0,0,1.37,0,0,4.28,0,0,0,0,2.83,0,0,0,0,0,8.32,0,0,0,0,0,1.38,1.37,2.73,0,0,0,4.21,3.2,0,0,0,1.39,0,0,1.38,1.43,0,0,0,0,0,1.36,0,1.44,0,1.39,0,0
