District,Code,State,FIRST,SECOND,THIRD,FOURTH,FIFTH,SIXTH,SEVENTH,EIGHTH,NINTH,TENTH,2003 Invasion of Iraq,Abortion,Abortion-rights movement,Affirmative action,Agricultural subsidies,Aid,Alternative energy,Anti-abortion movements,Basic income,Body worn video,Campaign finance,Campus sexual assault,Capital gains tax,Capital punishment,Charter schools,Chelsea Manning,Climate change,Common core,Confederate states,Corporate tax,DACA,Dakota Access pipeline,Dream act,Drug policy,Drug testing welfare recipients,Economic stimulus,Edward Snowden,Electoral college,Electoral fraud,Electronic Classroom of Tomorrow,Eminent domain,Equal pay for equal work,Estate tax in the United States,Euthanasia,Executive Order 13769,Federal reserve system,First amendment,Flag desecration,Flags of the confederate states,Free trade,Freedom of religion,Gender identity,Gender workplace diversity,Genetically modified organism,Gerrymandering,Global warming,Government spending,Gun control,Health care,Hydraulic fracturing,Immigration,Immigration to the United States,Income tax,Iraq War,ISIS,Islam,Israel boycott,Joint Comprehensive Plan of Action (Iran Deal),Labor Unions in the United States,Legal history of cannabis in the United States,Legality of cannabis,LGBT adoption rights,LGBT rights,Lobbying,Lockheed Martin F-35,Maternity leave in the United States,Medicaid,Medicare,Mental health,Mexico-United States barrier,Military budget,Military service,Minimum wage,NAFTA,National Debt of the United States,National security,National Security Agency,NATO,Net neutrality,No fly list,North Korea and weapons of mass destruction,Nuclear power,Obamacare,Offshore bank,Offshore drilling,Overtime pay,Paris Agreement,Patriot act,Pensions,Planned Parenthood,Political corruption,Prescription costs,PRISM,Prison overcrowding,Private Prisons,Property taxes,Public transportation,Right to work,Russian interference in the 2016 United States elections,Russian military action in Syria,Safe spaces,Same-sex marriage,Sanctuary cities,September 11 attacks,Sick leave,Single-payer healthcare,Social programs in the United States,Social security,Solitary confinement,Space exploration,Student loans in the United States,Syrian civil war,Tariff,Tax Cuts and Jobs Act of 2017,Term limits in the United States,Terrorism,Torture,TPP,Transgender people in the military,U.S. national anthem protests,United Nations,Vaccine controversies,Voter turnout,Voting age,War in Afghanistan,Welfare,Whistleblower,Women in combat,Women's health
Florida 1st,FL-01,FL,Social security,Immigration,Health care,Medicare,Medicaid,Lockheed Martin F-35,Aid,Abortion,Common core,Mental health,4.03,4.73,0.25,0.06,0,4.85,0,0.15,0.12,0.06,0.06,0,0.26,3.14,0.46,0.22,0.5,4.64,0.68,0.13,0.47,0,0.14,0,0.18,0,0.13,0.46,0.26,0,0.08,0,0.12,0.46,0,1.18,0.86,0.06,0.39,0,0.06,0,0,0.5,0.27,0.31,0.38,1.13,8.85,0.18,9.66,0.37,2.81,0.19,1.05,1.32,0,0,0,0,0.87,0,0,0.58,5.01,0,8.31,8.7,4.46,0.06,0,0.51,2.99,0.29,0.41,0.29,0.47,0.99,0.27,0,0,0.97,2.08,0,0.13,0.34,0,0.45,1.53,0.95,0,0.08,0.13,0,0.08,3.17,0.25,0.06,0,0,0.06,0.44,0.06,2.64,0.39,0,0.79,12.66,0.06,0.08,0.08,0.29,0.74,0,0.08,1.88,1.17,0,0,0,0.94,0.06,0.32,0.08,0.08,0.06,0.31,0,0.27
Florida 2nd,FL-02,FL,Immigration,Health care,Medicaid,Medicare,Mental health,Terrorism,Social security,Abortion,Minimum wage,Property taxes,0.42,4.44,0.55,0.57,0.83,0.68,0.06,0.54,0.04,0.57,0.43,0.02,0.21,2.89,0.84,0.04,1.85,0.35,0.88,0.41,0.37,0,0.11,0.44,0.01,0,0.21,0.54,0.16,0.01,1.38,0.16,0.47,0.38,0.1,1.72,1.94,0,0.36,0.09,0.5,0.09,0,0.8,0.31,0.89,0.99,0.95,17.14,0.17,18.66,0.62,1.7,0.63,1.13,2.06,0,0.02,0.02,0.01,1.49,0.01,0.07,1.98,0.58,0,16.99,9.41,9.04,0.04,0.04,0.62,4.19,0.1,0.71,0.28,0.39,0.42,0.15,0.01,0,1.52,2.66,0.01,0.17,0.72,0.1,0.43,2.43,1.37,0.13,0.05,0.02,0.11,0.07,4.16,0.55,0.04,0,0,0.47,0.8,0.18,2.14,1.12,0,0.26,5.76,0.12,0.11,0.13,0.05,0.69,0,0.47,6.53,0.8,0.11,0,0.03,2,0.09,0.96,0.04,0.09,0.24,0.15,0.01,0.97
Florida 3rd,FL-03,FL,Health care,Immigration,Medicare,Medicaid,Mental health,Social security,Property taxes,Abortion,Minimum wage,Income tax,0.26,5.36,0.26,0.55,0.03,1.39,0.11,0.65,0.18,0.54,0.23,0,0.75,3.01,1.93,0.14,1.72,1.49,1.9,0.46,0.4,0.05,0.16,0.02,0,0.12,0.21,0.79,0.52,0,0.89,0.07,0.25,0.73,0.08,3.31,2.11,0.08,0.44,0.05,0.43,0.14,0,1.89,0.77,1.42,0.82,0.77,18.21,0.4,13.45,0.55,4.64,0.55,0.89,4.02,0,0.02,0.02,0.01,0.88,0,0,1.35,0.53,0,9.19,12.59,8.29,0.07,0.2,0.4,4.88,0.14,1.15,0.27,0.39,1.13,0.42,0,0,2.59,3.2,0,0.46,0.42,0.15,0.28,2.67,1.15,0.44,0.02,0.01,0.02,0.27,6.02,1.18,0.2,0.01,0.01,0.08,0.78,0.12,2.98,0.94,0,0.35,7.57,0.01,0.34,0.09,0.08,1.54,0,0.4,3.27,1.95,0.1,0,0,2.09,0.09,1.43,0.1,0.03,0.16,0.15,0,0.85
Florida 4th,FL-04,FL,Medicare,Health care,Immigration,Social security,Medicaid,Property taxes,Mental health,Minimum wage,Abortion,Pensions,0.3,4.01,0.23,0.3,0,0.63,0,0.39,0,0,0.33,0,0.07,1.52,1.56,0.32,0.58,0.5,1.34,0.3,0.3,0,0.08,0,0,0,0.08,0.89,0.69,0,0.41,0.15,0.14,0.24,0,2.3,1.21,0,0.94,0.15,0.26,0,0,0.88,0.08,1.1,0.67,1.29,12.15,0.15,10.82,0.22,2.95,0.25,0.48,2.34,0,0,0,0,0.98,0,0,1.21,0.07,0,6.83,15.35,5.04,0.32,0.39,0.38,4.22,0.08,0.36,0,0.53,1.43,0.45,0.25,0,0.88,2.96,0,0.14,0.91,0,0.47,3.37,1.97,0.23,0,0,0,0,6.11,0.28,0,0.07,0,0,0.15,0.15,2.73,0.29,0,0.52,7.31,0.33,0.07,0,0.07,1.89,0,0.39,2.34,1.17,0.08,0,0,1.42,0,1.91,0.15,0.14,0.43,0.07,0,0.73
Florida 5th,FL-05,FL,Medicaid,Health care,Medicare,Immigration,Islam,Mental health,Social security,Abortion,Capital punishment,Income tax,0.92,6.03,0.72,0.41,0.01,0.73,0.02,0.11,0.01,0.07,0.1,0,0.13,5.72,1.77,0.03,1.88,2.7,0.94,0.42,0.72,0,0.04,0.01,0,0,0.05,3.26,0.14,0,0.04,0.28,0.07,0.63,0.02,1.8,1.8,0.03,0.41,0.06,1.09,0.04,0,0.23,0.65,0.79,1.17,0.8,13.36,0.08,9.17,0.09,5.72,0.08,0.32,9.07,0,0,0,0,0.55,0,0.01,0.86,0.26,0,13.49,10.37,8.62,0.02,0.05,0.75,3.06,0.33,0.43,0.11,0.57,1,0.1,0,0,1.64,2.44,0.01,0.12,0.73,0.02,0.13,2.17,0.46,0.28,0.01,0.01,0.01,0.03,5.42,0.16,0.03,0,0.01,0.03,0.46,0.04,4.81,0.17,0,0.13,8.28,0.01,0.81,0.05,0.06,1.59,0,0.03,1.77,1.54,0.02,0,0,0.73,0.28,1.45,0.08,0.71,0.11,0.08,0.01,1.46
Florida 6th,FL-06,FL,Health care,Medicare,Medicaid,Immigration,Mental health,Social security,Abortion,Property taxes,Terrorism,Obamacare,0.2,6.63,0.07,0.35,0,1.05,0.07,0.44,0,0.21,0.22,0.07,0.48,4.84,1,0.21,3.78,1.15,1.13,0.49,0.5,0,0.07,0,0.33,0,0.22,0.99,0.21,0,0.29,0.21,0.2,0.48,0,1.22,1.81,0,0.63,0.21,0.13,0.28,0,1.22,0.5,1.41,0.76,0.49,25.14,0.43,13.3,0.49,3.54,0.07,1.69,4.21,0,0,0,0,1.22,0,0,2.05,1.57,0,14.89,15.51,7.24,0.07,0,0.63,4.92,1.07,1,0.28,0.42,0.74,0.2,0,0,3.43,5.15,0,0.2,0.21,0.21,0.28,1.93,1.22,1.06,0.14,0,0,0.14,5.65,0.67,0.21,0,0,0.07,1.28,0.34,3.87,0.75,0,0.4,7.11,0.28,0.27,0.14,0.2,1.13,0,0.41,5.18,1.32,0.86,0,0,2.03,0.07,0.95,0.21,0.07,0.2,0.42,0,0.71
Florida 7th,FL-07,FL,Health care,Immigration,Medicare,Medicaid,Islam,Mental health,Property taxes,Social security,Abortion,Minimum wage,0.11,4.1,0.21,0.63,0.01,0.73,0.11,0.36,0.01,0.09,0.21,0.02,0.4,2.64,2.41,0.05,3.12,1.11,1.19,0.82,0.55,0,0.13,0.02,0,0,0.38,1.32,0.15,0,0.21,0.09,0.14,0.55,0.08,2.17,1.28,0.11,0.67,0.39,0.3,0.32,0,0.48,0.59,2,0.49,1.45,16.67,0.45,12.96,0.39,3.92,0.39,1.01,7.16,0.02,0,0,0,1.17,0.05,0.04,1.41,0.56,0,7.92,10.02,6.74,0.1,0.35,0.37,3.99,0.18,0.81,0.17,0.61,0.67,0.4,0.02,0,2.65,3.35,0.04,0.42,0.87,0.11,0.29,1.9,2.2,0.12,0.05,0,0,0.14,5.61,0.89,0.07,0,0,0.07,0.87,0.2,2.84,0.44,0,0.5,4.77,0.03,0.28,0.07,0.14,1.32,0,0.1,2.49,1.33,0.12,0,0,2.93,0.16,1.01,0.16,0.23,0.64,0.2,0,0.77
Florida 8th,FL-08,FL,Health care,Medicare,Medicaid,Immigration,Social security,Property taxes,Mental health,Islam,Obamacare,Abortion,0.72,5.09,0,0.6,0.02,1.58,0.1,0.1,0.25,0.31,0.48,0,0.99,3.13,1.06,0.07,1.51,1.68,1.54,0.54,0.14,0,0.12,0.02,0,0,0.17,2.13,0.37,0.02,0.9,0.05,0.07,0.51,0.02,1.67,2.35,0.09,0.78,0.12,0.14,0.02,0,0.82,0.2,1.28,0.33,1.35,17.45,0.19,12.07,0.48,2.91,0.87,1.63,5.18,0.02,0,0,0,0.76,0.02,0,1.04,0.49,0,16.15,16.35,6.09,0.02,0.53,0.66,3.7,0.39,1.05,0.02,0.91,0.34,0.09,0,0,3.21,5.12,0,0.68,0.7,0.05,0.12,2.55,0.58,0.34,0.02,0.02,0,0,6.2,0.27,0.3,0,0,0.05,0.46,0.62,2.43,0.28,0,0.82,8.13,0.05,1.03,0.07,0.02,1.65,0,0.02,3.21,1.26,0.1,0,0,0.85,0.3,0.93,0.05,0.09,0.16,0.07,0,1.07
Florida 9th,FL-09,FL,Health care,Immigration,Medicaid,Medicare,Social security,Property taxes,Islam,Mental health,Abortion,Obamacare,0.27,4.46,0.16,0.28,0.08,0.66,0.02,0.42,0.04,0.13,0.04,0,0.7,2.02,3.7,0.02,1.94,1.46,1.42,0.49,1.08,0,0.02,0,0,0,0.15,1.5,0.21,0,0.07,0.06,0.21,0.36,0,1.18,1.08,0.19,0.66,0.04,0.11,0.04,0,0.99,0.33,1.07,0.38,0.97,15.2,0.22,14.66,0.32,2.54,0.02,0.66,5.1,0,0,0.02,0,0.91,0.02,0.02,0.92,0.2,0,10.73,10.08,4.93,0.09,0.13,0.5,4,0.19,0.63,0.16,0.52,0.46,0.18,0,0,1.01,4.08,0.08,0.23,0.47,0.03,0.35,2.65,2.42,0.08,0.03,0.02,0.02,0.57,5.18,1.08,0.1,0,0,0.02,0.92,0.1,3.08,0.24,0,0.59,5.36,0,0.33,0.11,0.15,1.39,0,0.05,2.74,1.64,0.03,0,0,3.05,0.07,0.46,0.05,0,0.26,0.14,0,1.56
Florida 10th,FL-10,FL,Immigration,Health care,Medicare,Medicaid,Minimum wage,Mental health,Property taxes,Abortion,Social security,Islam,0.07,3.91,0.09,0.27,0.02,0.65,0.05,0.16,0.04,0.14,0.14,0.02,0.51,2.2,1.98,0.09,0.7,0.69,0.98,0.55,0.72,0,0.21,0.03,0,0,0.16,0.78,0.22,0.07,0.2,0.13,0.09,0.48,0.09,1.48,1.18,0.04,0.55,0.15,0.16,0.09,0,0.76,0.44,0.57,0.29,0.96,11.39,0.43,11.92,0.3,2.86,0.18,0.91,3.21,0,0.05,0.03,0,0.98,0.01,0.02,0.93,0.35,0,6.1,7.34,4.02,0.09,0.15,0.28,4.36,0.17,0.65,0.16,0.6,0.55,0.09,0.03,0,1.1,2.39,0.01,0.32,0.41,0.08,0.26,1.93,1.43,0.14,0.02,0,0,0.05,4,1.16,0.07,0,0.01,0.04,0.64,0.18,2.52,0.34,0,0.41,3.64,0.04,0.1,0.08,0.11,1.26,0,0.05,2.17,0.86,0.08,0,0.01,1.5,0.09,0.95,0.13,0.03,0.26,0.24,0,0.75
Florida 11th,FL-11,FL,Health care,Immigration,Medicare,Medicaid,Abortion,Minimum wage,Property taxes,Social security,Mental health,Income tax,0.02,4.91,0.14,0.3,0.02,0.83,0.09,0.27,0.02,0.08,0.2,0.02,0.5,2.62,2.09,0.1,0.73,0.62,1.55,0.59,0.71,0,0.07,0.04,0,0,0.22,0.88,0.25,0.02,0.22,0.13,0.12,0.59,0.06,1.62,1.44,0.08,0.81,0.06,0.08,0.13,0,0.93,0.41,0.39,0.4,0.85,11.12,0.37,9.97,0.28,3.34,0.22,0.86,2.84,0,0.08,0,0,1.15,0,0.02,0.75,0.54,0,5.23,7.1,3.7,0.13,0.21,0.36,4.7,0.15,0.73,0.15,0.94,0.49,0,0,0,1.33,1.87,0,0.37,0.32,0.04,0.27,1.74,1.56,0.04,0.02,0,0,0.08,3.95,0.51,0.06,0,0,0.02,0.68,0.15,2.87,0.27,0,0.53,3.92,0.09,0.1,0.12,0.02,1.24,0,0.06,2.21,1.05,0.02,0,0,1.14,0.13,0.72,0.08,0.02,0.08,0.13,0,0.88
Florida 12th,FL-12,FL,Health care,Medicare,Immigration,Medicaid,Social security,Mental health,Property taxes,Abortion,Minimum wage,September 11 attacks,0.39,4.49,0.1,0.45,0,0.69,0.35,0.5,0.04,0.21,0.11,0,0.28,3.4,2.68,0.2,0.59,1.02,0.69,0.28,0.63,0,0.04,0,0.06,0.08,0.17,0.72,0.46,0,0.21,0,0,1.59,0.08,1.56,2.02,0,0.53,0.49,0,0.06,0,0.54,0.13,0.58,0.33,1.16,16.98,0.42,12.42,0.29,2.67,0.61,0.8,3.51,0,0,0,0,2.13,0,0.1,1.34,0.44,0,10.75,13.9,5.66,0.04,0.42,0.4,4.13,0.31,0.58,0.16,1.07,0.47,0.18,0,0,1.06,2.76,0,0.18,0.57,0.34,0.35,1.3,1.04,0.08,0,0,0,0.06,5.43,0.53,0,0,0,0,0.41,0.73,3.57,0.1,0,0.58,6.62,0.04,0.16,0.22,0.14,1.04,0,0.06,2.69,0.83,0.06,0,0.04,1.87,0.3,1.08,0.1,0,0.35,0.37,0,0.52
Florida 13th,FL-13,FL,Health care,Immigration,National Debt of the United States,Medicare,Medicaid,Mental health,Property taxes,Income tax,Minimum wage,Sick leave,3.34,4.36,0.06,0.54,0.79,0.2,0.05,0.53,0.04,0.05,0.09,0,0.74,1.29,0.39,0.05,0.63,0.32,0.71,0.33,0.15,0.01,0,0.01,0,0,0.12,0.66,0.17,0.02,0.04,0.02,0.12,0.23,0.04,2.9,0.92,0,0.54,0.07,0.04,2.73,0,0.33,0.65,0.7,2.47,0.27,23.36,0.12,18.83,0.11,4.78,0.05,1.11,0.86,0,0,0,0,0.33,0,0,1.35,0.56,0,11.22,11.91,8.23,0.04,0.06,0.18,4.77,0.06,12,0.12,1.11,2.87,0.13,0,0,0.36,2.69,0.01,0.56,0.26,0.02,0.16,1.45,1.93,0.05,0,0.01,0.01,0.08,6.31,0.98,0.07,0,0,0.03,0.7,0.45,4.08,4.59,0,2.69,3.7,0.02,0.42,0.08,0.01,0.73,0,0.04,2.29,0.98,0.01,0,0.01,2.97,0.45,1.57,0.04,0.01,0.43,0.07,0,0.72
Florida 14th,FL-14,FL,Health care,Immigration,Medicare,Mental health,Medicaid,Abortion,Property taxes,Minimum wage,Social security,Islam,0.14,6.29,0.13,0.6,0.01,0.81,1.62,0.14,0,0.15,0.38,0.06,0.31,3.38,2.78,0.02,1.99,0.92,1.29,0.53,0.9,0,0.07,0.09,0,0,0.28,0.74,0.21,0.05,0.5,0.06,0.18,0.57,0.17,1.3,1.01,0.09,0.71,0.51,0.1,0.31,0,0.82,0.97,1.47,0.22,0.64,18.79,0.55,14.31,0.56,2.8,0.43,1.27,3.64,0.01,0.07,0.01,0,1.24,0,0.01,1.15,0.24,0,9.2,10.76,9.89,0.07,0.26,0.46,4.91,0.89,0.69,0.29,0.93,0.92,0.37,0.01,0,1.31,3.32,0.1,0.36,0.47,0.25,0.37,2.08,2.04,0.05,0.02,0.09,0,0.37,5.34,1.17,0.16,0,0,0.1,0.43,0.37,3.38,0.51,0,0.7,4.76,0.08,0.09,0.03,0.06,1.23,0,0.04,2.7,1.29,0.03,0,0.01,3.28,0.05,0.79,0.22,0.15,0.26,0.79,0.01,1.32
Florida 15th,FL-15,FL,Health care,Medicare,Immigration,Medicaid,Social security,Property taxes,Mental health,Minimum wage,Abortion,Income tax,0.2,4.49,0.27,0.38,0,0.85,0.54,0.15,0,0.28,0.26,0,0.22,3.27,1.52,0.05,1.88,1.38,1.49,0.54,0.5,0,0.05,0.09,0,0,0.12,0.95,0.14,0,0.1,0.07,1.19,0.9,0,1.08,1.67,0.07,0.73,0.12,0.13,0.35,0,1.11,0.61,1.08,0.16,1.04,17.1,0.29,12.4,0.45,3.62,0.07,0.3,2.26,0,0,0,0,0.99,0.07,0.07,0.8,0.11,0,8.18,12.73,5.6,0.27,0.07,0.42,4.81,0.17,0.56,0.31,0.77,0.13,0.42,0.05,0,0.94,2.69,0.07,0.84,0.67,0,0.07,3.29,1.58,0.05,0.19,0,0.02,0.07,5.87,0.58,0.02,0,0,0.19,0.28,0.16,2,0.02,0,0.56,6.37,0.02,0.04,0.07,0.02,0.44,0,0.02,2.54,1.25,0.27,0,0,2.26,0.05,0.43,0.11,0.02,0.29,0.52,0,0.56
Florida 16th,FL-16,FL,Health care,Immigration,Medicare,Medicaid,Social security,Property taxes,Charter schools,Mental health,Pensions,Abortion,0.57,4.53,0,0.19,0,1.27,0,0.49,0.06,0,0.13,0.12,0.13,1.83,4.87,0.06,0.37,0.83,0.81,0.73,0.46,0,0,0,0,0,0.49,1.5,0.19,0,0.07,0,0.06,1.03,0.13,0.89,1.4,0,0.13,0.26,0.06,0,0,0.94,0.46,0.37,0.73,0.39,15.57,0.07,12.76,0.13,3.09,0.26,0.46,4.39,0,0,0,0,0.56,0,0,0.9,0.25,0,9.42,9.45,4.85,0.13,0,0.32,3.93,0,1,0.13,0.93,0.31,0.18,0,0,2.3,2.13,0,0.91,0.38,0,0.84,4.58,1.14,0.07,0.07,0,0,0,5.27,0.25,0.19,0,0,0.46,0.32,0.46,3.02,0.12,0,0.57,6.47,0,0,0.06,0,0.25,0,0.13,3.25,1.06,0,0,0,1.08,0,0.65,0.87,0.06,0.06,0.6,0,1.31
Florida 17th,FL-17,FL,Medicare,Health care,Immigration,Medicaid,Social security,Property taxes,Abortion,Mental health,Minimum wage,Income tax,0.14,5.22,0.61,0.32,0,0.93,0.14,0.74,0,0.15,0.27,0,1.09,3.01,1.31,0,1.42,0.73,1.01,0.36,1.47,0,0.25,0.15,0,0,0.05,0.91,0.81,0,0,0,0.15,0.6,0.15,1.05,1.83,0,0.77,0.26,0.19,0.37,0,0.76,0.54,1.51,0.04,0.95,19.24,0.64,16.93,0.44,4.32,0.15,1.04,2.09,0,0,0,0,1.37,0.05,0.13,1.39,0.33,0,11.32,20.34,4.59,0.04,0,0.39,4.57,0.05,1.57,0.24,0.49,0.8,0.04,0.05,0,1.36,4.29,0,0.31,0.74,0.13,0.23,3.06,1.8,0.09,0.11,0,0.11,0.15,6.79,0.44,0.37,0,0,0.15,0.49,0.34,3.91,0.1,0,0.31,8.89,0.05,0.19,0.04,0.04,1.36,0,0.15,2.18,1.68,0.04,0,0.1,2,0.11,0.75,0.43,0.17,0.09,0.22,0,0.72
Florida 18th,FL-18,FL,Medicare,Immigration,Health care,Medicaid,Social security,Property taxes,Mental health,Nuclear power,September 11 attacks,Pensions,0.53,2.79,0,0.57,0,0.57,0,1.21,0,0,0.57,0,1.64,1.14,1.62,0,1.62,0,1.59,0.56,0,0,0,0,0,0,0,1.15,0,0,0,0,0.54,0,0,1.09,0,0,1.13,2.25,0,0,0,0,0,0.54,1.13,1.12,13.36,1.16,16.68,0.57,3.42,0,1.14,2.14,0,0,0,0,2.71,0,0,1.1,0.55,0,10.81,28.53,5.89,0.54,0.55,1.68,1.07,1.15,0,0,1.14,1.62,0,0,0,4.31,3.76,0,0.54,0,0,0,3.89,1.09,0,0,0,0,0.56,7.48,0,0,0,0,0.56,0,0,3.98,0.54,0,1.07,10.7,0,0,0,0,0.54,0,0,1.11,0.53,0,0,0,1.09,0,0.55,0,0,0,0.56,0,0.57
Florida 19th,FL-19,FL,Medicare,Health care,Immigration,Medicaid,Social security,Property taxes,Mental health,Income tax,Obamacare,Abortion,0.1,3.86,0.19,0.52,0,1.04,0.07,0.4,0,0.07,0.48,0,0.81,2.06,2.34,0.07,1.74,0.71,0.95,0.62,1.17,0.12,0.12,0.09,0,0,0.4,1.85,0.2,0,0.19,0.15,0.57,0.81,0.13,2.41,1.87,0.17,0.37,0.26,0.28,0.18,0,0.75,0.63,1.05,0.24,1.31,19.7,0.59,19.15,0.48,4.12,0.51,0.73,3.48,0,0,0,0,1.3,0,0.02,0.89,0.37,0,9.77,20.02,4.61,0.17,0.24,0.59,3.54,0.18,1.03,0.2,0.54,0.59,0.61,0,0,2.07,3.9,0,0.24,0.74,0.12,0.41,2.9,2.82,0.17,0.17,0,0,0.17,6.24,1.27,0.08,0,0,0.12,0.66,0.43,2.93,0.47,0,0.39,6.72,0.11,0.02,0.16,0.11,1.62,0,0.22,3.22,1.45,0.05,0,0,2.68,0.19,1.37,0.1,0.05,0.65,0.22,0.03,0.71
Florida 20th,FL-20,FL,Immigration,Health care,Medicare,Medicaid,Mental health,Property taxes,Abortion,Islam,Social security,Obamacare,0.13,7.02,0,0.43,0.14,0.99,0,0.15,0,0,0.14,0,0.14,1.43,3.77,0,0.83,1.78,0.27,0.56,1.73,0,0,0,0,0,0,0.87,0.14,0,0.15,0.14,0,0.84,0,1.5,1.4,0,0.42,0.42,0.27,0,0,1.15,0.57,0.81,0.27,0.28,20.66,0.15,21.05,0.99,1.27,0,0.57,6.74,0,0.14,0,0,1.36,0,0,1.38,0.14,0,12.18,13.21,7.79,0.27,0,0.14,3.83,0.14,0.68,0,0,0.54,0.27,0,0,2.3,4.72,0.14,0.14,0.84,0,0.41,1.39,2.47,0.14,0,0,0,0.57,7.52,0.8,0,0,0,0,0.57,0.14,3.41,0.28,0,0.54,5.1,1.71,0.42,0.27,0,0.54,0,0.14,2.55,0.94,0.14,0,0,1.78,0,0.82,0.14,0,0.27,0.28,0,0.28
Florida 21st,FL-21,FL,Health care,Immigration,Medicare,Medicaid,Mental health,Social security,Property taxes,Abortion,Obamacare,Charter schools,0.2,4.44,0.2,0.46,0.12,1.34,0.18,0.28,0.02,0.2,0.25,0.02,0.35,3.44,3.92,0.05,1.26,1.7,1.4,0.41,1.03,0.01,0.08,0.01,0.01,0.03,0.33,1.76,0.29,0.02,0.34,0.08,0.24,0.54,0.11,1.19,2.06,0.02,0.35,0.35,0.28,0.27,0,0.77,0.83,1.63,0.4,1.34,20,0.33,19.43,0.32,3.44,0.27,1.37,3.24,0.01,0.03,0.17,0,0.75,0.01,0.05,1.13,0.41,0,11.52,12.2,7.3,0.08,0.08,0.55,3.83,0.42,0.63,1.09,0.36,1.31,0.21,0.02,0,1.66,4.37,0.05,0.18,0.65,0.21,0.5,1.82,1.81,0.19,0.03,0.01,0,0.1,4.77,0.43,0.03,0,0,0.09,0.54,0.25,3.04,0.67,0,0.23,4.77,0.03,0.15,0.04,0.17,2.17,0,0.07,2.83,1.08,0.01,0,0,2.37,0.06,1.19,0.26,0.25,0.12,0.2,0.01,0.58
Florida 22nd,FL-22,FL,Health care,Immigration,Medicare,Medicaid,Property taxes,Mental health,Social security,Abortion,Obamacare,Minimum wage,0.11,5.58,0.2,0.62,0,0.68,0.13,0.35,0.01,0.18,0.28,0.07,0.84,3.07,4.12,0.1,1.35,0.78,1.02,1.09,2.04,0,0.14,0.01,0,0.01,0.3,0.92,0.16,0,0.11,0.38,0.29,0.65,0.1,2.11,1.31,0.22,0.41,0.13,0.2,0.14,0,1.34,0.52,1.03,1.29,1.61,22.49,0.36,20.38,0.45,4.02,0.24,1.11,4.15,0,0.05,0,0,1.12,0.01,0.02,1.22,0.16,0,10.4,14.27,6.73,0.04,0.12,0.19,4.36,0.34,0.7,0.24,0.37,0.57,0.19,0,0.01,1.24,4.57,0.1,0.27,0.71,0.07,0.83,2.44,1.99,0.13,0.01,0.01,0.06,0.21,7.32,1.6,0.12,0.01,0.01,0.08,0.72,0.24,3.09,1.01,0,0.3,5.72,0.01,0.19,0.07,0.32,2.36,0,0.07,3.11,1.1,0.12,0,0.11,2.5,0.08,1.09,0.31,0.07,0.19,0.43,0.05,0.6
Florida 23rd,FL-23,FL,Immigration,Health care,Medicare,Medicaid,Property taxes,Abortion,Obamacare,Mental health,Islam,Social security,0.12,5.2,0.1,0.58,0.07,0.99,0.08,0.27,0.03,0.2,0.25,0,0.65,2.85,3.64,0.23,1.03,1.68,1.03,0.85,0.8,0,0.12,0.08,0,0,0.19,1.89,0.19,0,0.05,0.2,0.12,0.67,0.1,1.69,1.42,0.06,0.28,0.18,0.07,0.15,0,1.02,0.6,1.31,0.2,1.44,15.94,0.28,18.94,0.45,2.84,0.27,0.8,4.36,0,0.03,0,0,0.75,0,0,1.23,0.23,0,9,12.81,4.51,0.16,0.13,0.55,3.95,0.2,0.66,0.45,0.49,0.52,0.19,0,0,1.77,4.58,0.05,0.42,0.42,0.06,0.62,2.25,0.74,0.35,0.01,0,0.04,0.03,8.04,1.46,0.03,0,0,0.1,0.46,0.18,2.46,0.39,0,0.25,4.18,0.05,0.22,0.03,0.2,1.75,0,0.16,3.53,0.85,0.07,0,0,2.99,0.05,0.91,0.63,0.21,0.14,0.32,0,0.25
Florida 24th,FL-24,FL,Immigration,Health care,Medicaid,Medicare,Minimum wage,Abortion,Federal reserve system,Property taxes,Obamacare,Mental health,0.19,5.86,0.19,0.39,0,0.59,0,0.2,0,0,0,0,0,2.6,3.74,0,0.19,1.71,1.49,0.58,0.99,0,0.2,0,0,0,0.2,0.8,0,0,0.41,0.39,0.19,0.58,0,5.31,3.51,0,0.98,0.78,0.56,0,0,0.59,0.2,1.32,0,0.78,12.49,0.4,23.46,1.97,2.15,0,1.19,3.93,0,0,0,0,0.38,0,0,1.72,0,0,11.14,7.62,4.11,0.19,0.19,0.39,6.8,0,0.56,0,0.4,0,0.56,0,0,1.32,4.5,0,0.19,0.6,0.19,0.38,1.74,2.29,0,0,0,0,0,4.67,1.12,0,0,0,0,0.98,0.38,2.17,0.58,0,0,2.79,0,0.19,0.19,0.19,1.5,0,0.19,1.77,0.93,0.19,0,0,1.91,0,0.76,0.19,0.19,0.57,0,0,0
