District,Code,State,FIRST,SECOND,THIRD,FOURTH,FIFTH,SIXTH,SEVENTH,EIGHTH,NINTH,TENTH,2003 Invasion of Iraq,Abortion,Abortion-rights movement,Affirmative action,Agricultural subsidies,Aid,Alternative energy,Anti-abortion movements,Basic income,Body worn video,Campaign finance,Campus sexual assault,Capital gains tax,Capital punishment,Charter schools,Chelsea Manning,Climate change,Common core,Confederate states,Corporate tax,DACA,Dakota Access pipeline,Dream act,Drug policy,Drug testing welfare recipients,Economic stimulus,Edward Snowden,Electoral college,Electoral fraud,Electronic Classroom of Tomorrow,Eminent domain,Equal pay for equal work,Estate tax in the United States,Euthanasia,Executive Order 13769,Federal reserve system,First amendment,Flag desecration,Flags of the confederate states,Free trade,Freedom of religion,Gender identity,Gender workplace diversity,Genetically modified organism,Gerrymandering,Global warming,Government spending,Gun control,Health care,Hydraulic fracturing,Immigration,Immigration to the United States,Income tax,Iraq War,ISIS,Islam,Israel boycott,Joint Comprehensive Plan of Action (Iran Deal),Labor Unions in the United States,Legal history of cannabis in the United States,Legality of cannabis,LGBT adoption rights,LGBT rights,Lobbying,Lockheed Martin F-35,Maternity leave in the United States,Medicaid,Medicare,Mental health,Mexico-United States barrier,Military budget,Military service,Minimum wage,NAFTA,National Debt of the United States,National security,National Security Agency,NATO,Net neutrality,No fly list,North Korea and weapons of mass destruction,Nuclear power,Obamacare,Offshore bank,Offshore drilling,Overtime pay,Paris Agreement,Patriot act,Pensions,Planned Parenthood,Political corruption,Prescription costs,PRISM,Prison overcrowding,Private Prisons,Property taxes,Public transportation,Right to work,Russian interference in the 2016 United States elections,Russian military action in Syria,Safe spaces,Same-sex marriage,Sanctuary cities,September 11 attacks,Sick leave,Single-payer healthcare,Social programs in the United States,Social security,Solitary confinement,Space exploration,Student loans in the United States,Syrian civil war,Tariff,Tax Cuts and Jobs Act of 2017,Term limits in the United States,Terrorism,Torture,TPP,Transgender people in the military,U.S. national anthem protests,United Nations,Vaccine controversies,Voter turnout,Voting age,War in Afghanistan,Welfare,Whistleblower,Women in combat,Women's health
Florida 1st,FL-01,FL,Health care,Immigration,Medicare,Mental health,Medicaid,Social security,Abortion,First amendment,Property taxes,September 11 attacks,0.32,5.12,0.26,0.32,0,1.52,0,0.32,0,0.17,0.16,0,0.6,1.57,0.78,0.17,0.94,1.4,1.96,0.35,1,0,0,0,0,0,0.57,0.41,0.57,0,0,0.15,0.26,0.49,0,2.25,5.11,0,0.36,0.08,0.61,0,0,0.69,0.57,1.66,0.17,1.77,10.09,1.24,10.08,0.08,3.07,0.69,2.5,2.14,0,0.07,0,0,2.07,0,0,0.82,2.87,0,6.73,9.13,6.84,0,0.08,2.58,3.66,0.23,1.77,0.63,0.84,1.1,0.3,0,0,3.73,1.95,0.16,1.05,0.49,0.35,0.17,1.63,0.72,0.22,0,0,0.15,0.14,4.09,0.98,0,0,0,0,0.57,1.75,4.05,0.07,0,0.35,6.11,0,0.24,0.18,0.7,0.84,0,0.23,2.76,1.46,0,0,0,1.74,0,0.23,0.39,0,0.22,0.19,0.07,0.73
Florida 2nd,FL-02,FL,Health care,Medicare,Social security,Immigration,Minimum wage,Medicaid,Mental health,Abortion,Immigration to the United States,Obamacare,0.59,5.02,0,0.27,0,1.48,0,0.68,0.26,0,1.2,0,0,2.08,1.27,0,1.33,1.7,0.9,0,0.36,0,0,0,0,0,0,1.97,0.64,0,0,0,0,0.34,0.89,2.46,2.08,0.27,0.55,0,0.82,0,0,1.14,0.53,0.69,1.91,1.09,24.19,0.54,9.77,4.66,3.57,0.54,1.47,3.85,0,0,0.28,0,2.21,0,0.27,0.53,0,0,8.87,14.45,5.68,0,0,0.62,8.93,0,1.98,0.64,0,1.03,0.35,0,0,1.4,4.44,0,0,0.26,0,0.26,1.24,0.67,0,0.34,0,0,0,4.37,0.28,0,0,0,0,1.48,0.36,3.83,1.03,0,0.35,12.24,0,0.6,0,0,0.62,0,0.27,1.86,0.87,0,0,0,2.07,0.57,0,0.63,0,0,0,0,0.35
Florida 3rd,FL-03,FL,Health care,Medicare,Medicaid,Immigration,Mental health,Social security,Abortion,Islam,Property taxes,Minimum wage,0.07,4.36,0.18,0.87,0.03,1.51,0.02,0.16,0.1,0.17,0.28,0.02,0.29,2.24,1.58,0.09,2.77,0.99,1.17,0.46,0.62,0.03,0.12,0.05,0,0,0.22,1.1,0.42,0,0.44,0.17,0.2,0.86,0.17,1.36,1.09,0.07,0.55,0.24,0.38,0.17,0,1.51,0.44,1.76,0.47,0.62,20.53,0.56,8.77,0.25,3.66,0.31,1.3,3.89,0,0.01,0.04,0,1.61,0,0.02,1.3,0.3,0,11.8,15.23,8.27,0.08,0.22,0.69,3.74,0.38,1.27,0.2,0.52,0.66,0.33,0.01,0,1.72,2.56,0.02,0.37,0.52,0.3,0.14,2.51,1.51,0.13,0.02,0.01,0,0.13,3.85,0.9,0.06,0.04,0.04,0.03,0.72,0.29,3.35,0.47,0,0.53,7.62,0.04,0.16,0.15,0.11,1.27,0,0.04,2.12,1.77,0.06,0,0.01,2.74,0.18,0.52,0.17,0.09,0.24,0.44,0.02,1.05
Florida 4th,FL-04,FL,Medicare,Social security,Health care,Income tax,Medicaid,Immigration,Property taxes,Abortion,Islam,Torture,0.73,5.39,0,0,0.73,2.23,0,0,0,0,0,0,0,1.55,0.78,0,3.05,0,2.34,0,1.59,0,0.81,0,0,0,0,0.78,0,0,0,0,1.53,0.77,0,0.74,0.82,0,0,0.75,0,0,0,0,3.01,0.76,0,1.52,12.23,0.77,6.88,0,7.13,0,2.22,5.17,0,0,0,0,0.74,0,0,1.48,0,0,7.02,18.54,0.75,0,0.8,2.3,3.04,0.78,0.79,0,1.51,0,0,0,0,0,0.77,0,1.49,0,0,0,3.06,0.74,0,0,0,0,0,5.95,0.78,0,0,0,0,0.75,0,3.76,0,0,0,17.78,0,0,0,0,0.77,0,0,2.94,4.47,0,0,0,2.97,0,0,0,0,0,0,0,0
Florida 5th,FL-05,FL,Health care,Medicare,Medicaid,Immigration,Social security,Mental health,Abortion,Property taxes,Income tax,Minimum wage,0.01,5.22,0.11,0.51,0.01,0.76,0.03,0.25,0.06,0.17,0.24,0.02,0.38,2,3.3,0.09,0.93,0.94,1.05,0.58,0.41,0.01,0.03,0.01,0.01,0.02,0.26,0.74,0.36,0,0.1,0.05,0.19,0.49,0.08,1.76,1.58,0.04,0.5,0.13,0.21,0.1,0,0.47,0.31,0.72,0.32,0.36,14.97,0.26,8.92,0.27,3.89,0.27,1.18,2.91,0.01,0.01,0.01,0,1.64,0.03,0.01,0.53,0.5,0,10.62,13.16,5.9,0.08,0.16,0.71,3.6,0.25,0.86,0.19,0.89,0.69,0.24,0.01,0,1.09,2.39,0.02,0.21,0.83,0.06,0.16,2.24,1.48,0.26,0.05,0.01,0,0.09,5.17,0.68,0.08,0.01,0.01,0.05,0.48,0.17,3.37,0.37,0,0.4,7.06,0.04,0.17,0.17,0.12,1.03,0,0.03,1.76,0.85,0.09,0,0,1.34,0.13,0.34,0.1,0.08,0.14,0.28,0.01,0.66
Florida 6th,FL-06,FL,Medicare,Health care,Social security,Immigration,Medicaid,Mental health,Abortion,Islam,Income tax,Minimum wage,0.24,4.71,0.14,0.64,0,1.54,0.03,0.36,0,0.3,0.07,0.06,0.54,2.03,0.9,0.07,1.46,1.26,1.37,0.77,0.38,0.04,0.08,0.02,0.14,0,0.12,0.9,0.29,0,0.06,0.3,0.21,0.41,0.28,1.77,1.07,0.02,0.7,0.11,0.05,0.07,0,1.47,0.55,1.28,0.65,1,16.43,0.7,9.7,0.32,4.18,0.14,1.03,4.24,0.04,0,0,0,2.74,0,0,0.63,0.17,0,8.96,16.53,6.76,0.05,0.07,1.08,4.04,0.15,1.6,0.18,0.61,0.59,0.39,0.06,0,2.23,3.42,0,0.23,0.51,0.14,0.05,2.84,0.9,0.13,0.05,0,0.07,0.02,3.84,0.25,0.03,0,0,0.06,0.49,0.24,3.21,0.29,0,0.63,11.03,0,0.51,0.05,0.34,0.98,0,0.05,1.76,1.53,0.14,0,0,1.79,0.13,0.26,0.07,0.08,0.1,0.37,0,0.62
Florida 7th,FL-07,FL,Health care,Medicare,Immigration,Medicaid,Social security,Mental health,Minimum wage,Abortion,Islam,Property taxes,0.27,4.54,0.21,0.62,0.02,0.94,0.04,0.43,0.17,0.16,0.15,0,0.35,1.77,1.56,0.13,1.7,0.74,0.99,0.66,0.45,0.04,0.07,0.05,0.02,0.03,0.29,1.12,0.38,0,0.09,0.22,0.14,0.41,0.09,1.6,1.92,0.07,0.36,0.15,0.18,0.19,0,0.64,0.51,0.78,0.78,0.59,14.59,1.09,9.74,0.33,2.99,0.08,0.95,3.73,0.02,0,0.06,0,1.59,0,0,1.01,0.49,0,7.72,12.01,5.8,0.02,0.07,0.59,4.94,0.18,1.39,0.45,0.83,0.76,0.27,0,0,1.28,2.76,0.01,0.2,1.04,0.08,0.17,1.59,1.45,0.24,0.04,0.02,0.03,0.01,3.34,0.88,0.09,0.02,0.04,0.05,0.84,0.15,2.46,0.3,0,0.29,6.76,0.01,0.25,0.31,0.05,0.93,0,0.33,1.81,1.3,0.05,0,0,2,0.07,0.59,0.25,0.1,0.27,0.2,0,0.72
Florida 8th,FL-08,FL,Health care,Medicare,Social security,Immigration,Medicaid,Abortion,Islam,Property taxes,Mental health,Minimum wage,0.11,5.91,0.23,0.44,0.11,0.73,0.06,0.17,0.05,0.34,0.23,0,0.47,2.49,1.65,0.17,1.78,0.88,1.22,0.83,0.71,0,0.18,0,0,0.06,0.06,0.64,0.58,0,0.18,0.12,0.18,0.84,0.12,1.22,1.97,0.17,0.69,0.17,0.06,0.06,0,0.56,0.56,1.13,0.49,0.63,16.74,0.29,9.84,0.35,3.03,0.17,0.94,5.87,0,0,0,0,1.99,0.17,0,0.95,0.88,0,8.92,13.8,5.46,0.11,0.12,0.4,4.04,0.35,1.7,0.12,0.28,1.07,0.34,0,0,1.24,2.67,0,0.28,0.33,0,0.06,1.65,1.38,0.12,0.06,0,0,0,5.5,0.98,0.11,0,0.11,0,0.67,0.34,3.91,0.28,0,0.62,10.55,0,0.33,0.11,0.18,1.08,0,0,2.15,1.95,0.06,0,0,1.72,0.06,0.06,0.12,0.28,0.28,0.06,0.06,0.9
Florida 9th,FL-09,FL,Health care,Immigration,Medicare,Medicaid,Social security,Minimum wage,Mental health,Abortion,Income tax,Property taxes,0.04,3.42,0.14,0.44,0.04,0.71,0.14,0.18,0.09,0.22,0.09,0,0.42,1.78,2.75,0.09,1.1,0.7,0.74,0.38,0.79,0,0.14,0.05,0,0,0.22,0.87,0.51,0,0.09,0,0.14,0.63,0.05,1.36,1.06,0,0.37,0.04,0.05,0.22,0,0.44,0.53,0.94,0.3,0.5,11.99,0.45,10.87,0.6,3.33,0.22,0.97,1.88,0,0,0,0,1.8,0,0,0.7,0.4,0,8.34,9.33,4,0.09,0.19,0.54,4.73,0.14,1.02,0.09,0.58,0.45,0.14,0,0,0.7,2.14,0.09,0.09,0.83,0.09,0.13,1.98,1.62,0.18,0.09,0,0,0,2.99,1.41,0.09,0,0,0.05,0.53,0.09,2.7,0.22,0,0.31,6.01,0.05,0.22,0.05,0.19,1.35,0,0.04,1.74,1.28,0,0,0,1.23,0.09,0.09,0.09,0.13,0.13,0.05,0,0.84
Florida 10th,FL-10,FL,Health care,Immigration,Medicare,Medicaid,Mental health,Minimum wage,Social security,Abortion,Islam,Property taxes,0.13,4.13,0.09,0.65,0.01,0.86,0.01,0.38,0.04,0.14,0.28,0,0.73,1.63,1.76,0.07,0.83,0.77,0.89,0.47,0.56,0,0.04,0.03,0,0,0.11,0.51,0.19,0.02,0.28,0.17,0.29,0.53,0.05,1.53,0.92,0.06,0.4,0.1,0.08,0.1,0,0.81,0.72,0.69,0.31,0.42,14.44,0.61,13.95,0.26,3.38,0.14,0.85,3.72,0,0,0.02,0,1.39,0.01,0.02,0.86,0.23,0,7.44,9.18,5.41,0.01,0.18,0.52,5.03,0.26,0.8,0.2,0.94,0.33,0.18,0.02,0,1.66,2.63,0.01,0.24,1,0.08,0.3,1.97,1.78,0.16,0.01,0.01,0,0.05,3.4,0.76,0.2,0,0.03,0.02,0.44,0.15,2.43,0.33,0,0.31,4.79,0.15,0.19,0.08,0.05,1.46,0,0.02,1.31,0.75,0.04,0,0,1.63,0.04,0.22,0.17,0.08,0.46,0.26,0.01,0.87
Florida 11th,FL-11,FL,Medicare,Health care,Charter schools,Social security,Immigration,Medicaid,Mental health,Property taxes,Minimum wage,September 11 attacks,0.1,3.17,0.1,0.1,0.1,0.51,0,0.1,0,0.3,0.42,0,0.75,2.1,16.98,0.21,1.59,0.64,0.32,0.22,0.22,0,0,0,0,0,0.1,1.28,0.97,0,0.1,0.32,0.21,0.93,0,1.73,0.53,0,0.21,0,0.11,0,0,0.82,0.2,0.73,0.3,0.32,21.35,0.95,9.19,0.11,3.8,0.1,1.12,3.75,0,0,0,0,1.52,0,0,0.51,0.6,0,8.23,42.76,6.61,0,0.22,1.99,5.12,0.11,1.83,0.11,0.42,0.41,0.53,0,0,1.02,2.09,0,0.3,0.2,0.21,0,2.61,0.3,0.31,0.11,0.1,0,0.1,5.3,0.53,0.1,0,0,0,0.1,0.31,3.99,0.1,0,0.63,14.81,0,0.2,0,0,1.77,0,0.1,1.31,1.43,0,0,0,0.92,0,0.92,0.31,0,0.31,0.22,0,0.41
Florida 12th,FL-12,FL,Medicare,Health care,Social security,Medicaid,Immigration,Minimum wage,Property taxes,Mental health,Abortion,Obamacare,0.11,3.84,0.05,1.23,0,1.01,0.05,0.2,0,0.27,0.26,0,0.32,1.96,0.91,0.05,2.44,0.28,0.62,0.39,0.11,0,0.05,0,0,0,0.17,0.83,0.76,0,0.11,0.22,0.11,0.92,0.12,1.12,0.79,0.17,0.46,0.12,0.05,0,0,0.78,0.64,1.25,0.26,0.43,18.56,0.41,8.56,0.21,2.3,0.38,0.97,1.1,0,0,0.05,0,2.29,0,0,0.43,0.42,0,10.45,19.81,4.47,0.12,0.3,0.77,5.09,0.21,0.99,0.11,0.37,0.49,0.05,0,0,0.91,3.77,0,0.26,0.51,0.17,0,1.62,1.04,0,0,0,0,0.16,4.53,0.85,0.29,0,0,0.11,0.53,0.33,2.24,0.25,0,0.26,11.55,0,0.54,0.05,0,0.92,0,0.35,1.05,1.53,0,0,0,1.76,0.25,0.22,0,0,0,0.05,0,0.69
Florida 13th,FL-13,FL,Medicare,Health care,Medicaid,Immigration,Social security,Mental health,Abortion,Property taxes,Minimum wage,Income tax,0.06,4.84,0.13,0.39,0.01,0.92,0.06,0.36,0.06,0.34,0.4,0.02,0.7,1.94,1.1,0.1,1.28,0.59,1.05,0.78,0.22,0,0.17,0.05,0,0,0.3,0.73,0.41,0,0.15,0.08,0.17,0.68,0.07,1.47,1.05,0.05,0.31,0.19,0.21,0.47,0,0.96,0.5,1.13,0.44,0.56,18.67,0.29,9.67,0.27,3.3,0.23,1.27,2.07,0.03,0.03,0,0,2.41,0.01,0.03,0.75,0.21,0,14.71,22.75,6.73,0.13,0.2,0.77,4.19,0.18,1.69,0.18,0.56,0.57,0.25,0.03,0,1.62,2.71,0.04,0.32,0.76,0.03,0.09,2.17,1.97,0.11,0,0.01,0.02,0.01,4.21,0.79,0.1,0,0.01,0.01,0.64,0.22,3.01,0.27,0,0.41,8.94,0.09,0.12,0.06,0.14,1.26,0,0.09,1.64,1.24,0.06,0,0.01,1.86,0.03,0.3,0.07,0.09,0.23,0.11,0,0.77
Florida 14th,FL-14,FL,Health care,Medicare,Immigration,Medicaid,Mental health,Social security,Abortion,Property taxes,Islam,Minimum wage,0.15,4.27,0.38,0.45,0.08,0.86,0.39,0.42,0.04,0.07,0.2,0.01,0.35,2.07,2.65,0.17,1.85,0.87,1.09,0.98,0.85,0,0.15,0.06,0,0,0.18,0.48,0.42,0,0.28,0.02,0.17,0.97,0.21,1.3,0.8,0.01,0.41,0.15,0.06,0.14,0,1.01,0.39,1.36,0.23,0.37,20.79,0.29,10.66,0.23,3.49,0.22,1.67,3.82,0.11,0.01,0.01,0,1.72,0.03,0.03,0.58,0.26,0,9.99,13.13,7,0.04,0.1,0.78,3.8,0.5,0.88,0.08,1.03,0.74,0.32,0.01,0,1.18,2.5,0.01,0.09,0.61,0.21,0.13,2.21,2.17,0.07,0.01,0.01,0.09,0.14,4,1.21,0.06,0,0,0.07,0.66,0.18,2.86,0.32,0,0.2,6.78,0.1,0.25,0.02,0.24,0.77,0,0.04,2.06,1.23,0.11,0,0.09,2.92,0.05,0.13,0.06,0.15,0.26,0.57,0,0.94
Florida 15th,FL-15,FL,Health care,Medicare,Medicaid,Immigration,Social security,Mental health,Minimum wage,Abortion,Charter schools,Property taxes,0.05,4.61,0.18,0.29,0,0.87,0.03,0.44,0.04,0.2,0.16,0,0.56,2.19,4.29,0.07,1.3,1.14,1.07,0.71,0.49,0,0.1,0.06,0,0,0.31,0.83,0.36,0.02,0.13,0.06,0.13,0.6,0.07,1.12,0.93,0.13,0.63,0.17,0.07,0.07,0,0.77,0.36,1.41,0.27,0.63,16.65,0.35,9.07,0.23,3.05,0.23,1.16,3.84,0,0.06,0.02,0,1.8,0.03,0.01,0.75,0.25,0,10.3,14.07,6.32,0.05,0.15,0.66,4.79,0.39,1.07,0.03,0.56,0.39,0.56,0.03,0,1.31,2.28,0.01,0.2,0.7,0.06,0.09,2.09,2.09,0.14,0.1,0,0.05,0.05,4.2,0.69,0.06,0.01,0,0.06,0.52,0.24,3.28,0.32,0,0.48,7.82,0.04,0.23,0.1,0.03,0.8,0,0,1.61,1.34,0.09,0,0,1.95,0.06,0.24,0.01,0.13,0.28,0.16,0.02,1.15
Florida 16th,FL-16,FL,Health care,Medicare,Immigration,Medicaid,Mental health,Social security,Abortion,Property taxes,Minimum wage,Islam,0.04,5.47,0.17,0.3,0,0.78,0.05,0.48,0.04,0.05,0.13,0,0.37,1.8,2.67,0.13,0.85,0.5,1.09,0.51,0.56,0,0.05,0.14,0,0,0.44,0.64,0.36,0.05,0.09,0.09,0.18,0.44,0.09,0.87,0.92,0,0.5,0.48,0.04,0.04,0,0.52,0.3,0.71,0.17,0.36,14.72,0.36,10.32,0.22,3.02,0.18,1,4.08,0,0.04,0.05,0,1.82,0,0.04,0.74,0.34,0,9.35,11.47,6.82,0,0.05,0.63,4.37,0.09,0.88,0.05,0.58,0.66,0.54,0.04,0,1.18,1.99,0,0.26,0.91,0,0.09,2.19,2.08,0.23,0,0,0,0,5.01,0.63,0,0,0,0.05,0.44,0.17,3.01,0.57,0,0.4,6.78,0.04,0.17,0.09,0.09,0.62,0,0,1.72,1,0.05,0,0,1.96,0.09,0.13,0,0.09,0.31,0.14,0,2.06
Florida 17th,FL-17,FL,Medicare,Health care,Immigration,Medicaid,Social security,Property taxes,Mental health,Abortion,Obamacare,September 11 attacks,0.14,3.63,0.04,0.26,0,0.9,0,0.16,0,0.04,0,0,1.04,1.54,1.79,0.18,1.59,1.18,1.34,0.42,0.38,0,0,0,0.04,0,0.28,0.49,0.78,0,0.21,0,0.43,0.38,0,1.23,0.79,0,0.77,0.04,0.14,0.08,0,0.93,0.43,1.3,0.31,0.35,18.61,0.49,15.2,1.47,2.23,0.32,1.29,2.37,0,0,0,0,2.01,0,0,0.84,0.29,0,9.75,19.37,4.66,0.04,0.15,0.99,2.75,0.43,1.42,0.04,0.28,0.56,0.1,0,0,1.73,3.28,0,0.08,0.81,0.1,0.18,2.65,2.43,0.31,0,0.04,0,0.04,5.1,0.79,0.3,0,0,0,0.3,0.14,3.05,0.36,0,0.32,9.62,0,0.2,0.18,0,1.51,0,0.5,1.63,0.99,0,0,0.04,2.38,0,0.41,0.18,0.14,0.04,0.11,0,1.32
Florida 18th,FL-18,FL,Medicare,Health care,Medicaid,Social security,Immigration,Mental health,Property taxes,Abortion,Minimum wage,Women's health,0.04,4.66,0.12,0.11,0,0.67,0.08,0.26,0.04,0.55,0.11,0,0.42,3.06,2.74,0.04,1.3,1.63,0.89,0.51,0.35,0,0.12,0,0,0.04,0.15,1.38,0.27,0,0.19,0.04,0.19,0.52,0.04,1.1,0.92,0.08,0.27,0.04,0.15,0.15,0,0.85,0.33,2.18,0.15,0.68,15.73,0.3,10.24,0.31,3.65,0.3,0.81,2.97,0,0.04,0.04,0,2.6,0,0.07,0.99,0.22,0,12.45,17.5,6.67,0.04,0.08,0.8,4.57,0.15,1.32,0,0.45,0.64,0.3,0.04,0.04,1.63,2.67,0.07,0.26,0.29,0.04,0.11,2.61,3.12,0,0,0.04,0,0,6.24,1.07,0.11,0,0,0.51,0.81,0.37,3.37,0.19,0,0.38,10.37,0.04,0.18,0,0.04,1.2,0,0.04,1.1,0.96,0.12,0,0,1.25,0.08,0.37,0.15,0.04,0.33,0.16,0.04,4.35
Florida 19th,FL-19,FL,Medicare,Health care,Immigration,Medicaid,Social security,Property taxes,Abortion,Mental health,Minimum wage,September 11 attacks,0.08,4.16,0.15,0.44,0,1.11,0.07,0.21,0.01,0.14,0.46,0,0.8,2.12,1.98,0.07,1.27,1.82,1.27,0.82,1.14,0,0.04,0.18,0,0,0.11,1.29,0.38,0,0.41,0.09,0.48,0.82,0.11,2.28,1.21,0.07,0.52,0.06,1.42,0.16,0,0.6,0.49,1.38,0.31,0.32,15.46,0.13,15.09,0.43,2.99,0.32,1.05,2.01,0,0,0.04,0,2.25,0.03,0,0.39,0.21,0,8.46,18.44,4.14,0,0.01,0.79,3.61,0.44,1.07,0.03,0.2,0.74,0.1,0.01,0,0.99,2.16,0.01,0.3,0.89,0.11,0.13,2.02,3.04,0.32,0.04,0.03,0.01,0.1,4.43,0.81,0.19,0.01,0,0.06,0.38,0.23,3.32,0.14,0,0.53,8.01,0.02,1.49,0.1,0.23,1.4,0,0.01,1.53,1.28,0.06,0,0,1.84,0.03,0.23,0.36,0.03,0.38,0.13,0,1.15
Florida 20th,FL-20,FL,Health care,Immigration,Medicare,Medicaid,Social security,Mental health,Abortion,Charter schools,Islam,Property taxes,0.18,5.05,0.11,0.46,0,0.86,0.15,0.32,0.03,0.28,0.25,0.03,0.4,1.53,4.88,0.2,1.23,0.85,0.63,0.69,1.59,0,0.11,0.03,0,0.03,0.31,0.45,0.21,0,0.27,0.06,0.16,0.43,0,0.84,0.84,0.03,0.19,0.17,0.22,0.09,0,0.73,0.26,0.73,0.2,0.4,17.89,0.25,14.66,0.43,2.38,0.17,0.91,3.45,0,0,0,0,1.86,0.03,0,0.58,0.08,0,10.19,11.35,5.57,0.1,0.06,0.19,3.09,0.28,0.95,0.1,0.44,0.49,0.05,0,0,0.56,3,0,0.1,0.63,0.08,0.22,2.19,1.45,0,0.06,0,0.04,0,3.33,1.19,0,0,0,0.06,0.65,0.05,2.97,0.17,0,0.33,6.49,0.05,0.16,0.17,0.11,1.52,0,0.06,1.86,1.41,0.18,0,0,1.87,0.08,0.76,0.04,0.03,0.13,0.39,0.03,0.52
Florida 21st,FL-21,FL,Medicare,Health care,Immigration,Medicaid,Social security,Mental health,Property taxes,Income tax,Abortion,Islam,0.09,4.04,0.25,0.45,0.18,1.37,0.06,0.26,0.02,0.19,0.23,0.03,0.61,1.99,2.46,0.09,2.21,0.92,1.02,0.99,1.11,0,0.14,0.01,0,0,0.32,0.62,0.18,0,0.15,0.03,0.3,0.41,0.14,1.46,1.66,0.03,0.36,0.27,0.24,0.29,0,1.12,0.34,1.35,0.34,0.62,18.31,0.29,15.17,0.26,4.07,0.24,1.31,3.26,0,0.06,0,0,1.5,0.05,0.03,1.15,0.31,0,9.43,19.48,6.38,0.04,0.11,0.46,3.17,0.26,1.21,0.22,0.3,0.42,0.23,0,0.01,0.91,2.53,0.01,0.3,0.48,0.11,0.24,2.74,2.24,0.28,0.03,0,0.03,0.08,4.92,0.65,0.07,0,0,0.11,0.5,0.28,3.02,0.28,0,0.38,7.16,0.07,0.29,0.07,0.39,1.12,0,0.13,1.61,1.21,0.08,0,0.02,2.44,0.02,0.52,0.11,0.05,0.31,0.33,0,0.87
Florida 22nd,FL-22,FL,Health care,Medicare,Immigration,Medicaid,Mental health,Social security,Abortion,Property taxes,Islam,Income tax,0.05,4.74,0.19,0.57,0,1.01,0.07,0.24,0.04,0.21,0.41,0.02,0.94,2.27,1.88,0.08,2.44,0.71,0.84,1.43,0.7,0,0.08,0,0,0,0.17,0.89,0.2,0.02,0.05,0.07,0.47,0.63,0.04,2.09,1.07,0.04,0.32,0.42,0.27,0.09,0,1.11,0.4,1.2,0.35,0.42,19,0.38,13.78,0.33,3.89,0.16,1.21,3.94,0.02,0.06,0.03,0,2.16,0.02,0.01,1.03,0.29,0,8.07,14.34,6.57,0.05,0.13,0.25,3.42,0.5,0.95,0.3,0.7,0.59,0.11,0.03,0.01,0.99,3.27,0.04,0.07,0.61,0.17,0.36,2.74,1.73,0.12,0.04,0.02,0,0.22,4.71,1.53,0.08,0,0.02,0.01,0.65,0.18,3.07,0.55,0,0.47,6.12,0.12,0.19,0.13,0.07,1.87,0,0.05,2.51,0.86,0.11,0,0,2.65,0.07,0.51,0.07,0.05,0.39,0.53,0.04,0.76
Florida 23rd,FL-23,FL,Health care,Immigration,Medicare,Medicaid,Mental health,Social security,Abortion,Property taxes,Minimum wage,Charter schools,0.04,5.01,0.09,0.47,0,1.18,0.05,0.28,0.06,0.39,0.25,0.04,0.44,1.98,3.81,0.07,1.82,1.29,0.64,0.87,0.62,0.01,0.11,0.09,0.02,0.01,0.23,0.81,0.25,0,0.26,0.11,0.23,0.47,0.15,1.38,1.11,0.03,0.28,0.18,0.17,0.08,0,0.97,0.51,1.24,0.36,0.65,18.98,0.24,15.07,0.34,3.08,0.24,1.16,3.77,0,0,0,0,2.03,0,0,0.87,0.2,0,9.63,12.8,6.12,0.05,0.1,0.43,3.99,0.31,0.81,0.17,0.3,0.73,0.39,0.01,0,1.15,3.1,0.01,0.15,0.58,0.14,0.23,2.4,1.85,0.09,0.03,0.03,0.01,0.1,4.11,0.94,0.03,0.02,0.09,0.06,0.55,0.26,2.64,0.31,0,0.43,5.3,0.09,0.28,0.12,0.26,1.29,0,0.07,2,0.92,0.07,0,0,2.62,0.09,0.44,0.15,0.11,0.21,0.22,0.02,0.53
Florida 24th,FL-24,FL,Immigration,Health care,Medicaid,Medicare,Mental health,Abortion,Social security,Islam,Property taxes,Charter schools,0.14,5.79,0.13,0.67,0,1.02,0,0.22,0.13,0.1,0.17,0.07,0.35,1.51,4.08,0.01,2.6,1.11,0.87,1.01,1.06,0,0.25,0,0,0,0.32,0.45,0.16,0,0.22,0.07,0.17,0.51,0.52,1.69,0.99,0.06,0.33,0.15,0.33,0.17,0,1.73,0.65,1.37,0.39,0.77,17.55,0.33,19.41,0.55,2.07,0.3,0.98,4.56,0,0.07,0.11,0,1.41,0.07,0.13,0.44,0.37,0,9.43,9.2,5.91,0.01,0.15,0.46,3.28,0.21,0.81,0.52,0.32,0.62,0.28,0,0,0.93,2.88,0.1,0.17,0.44,0.26,0.08,1.74,1.85,0.23,0,0.03,0,0.13,4.41,1.21,0.03,0,0.01,0.15,0.45,0.3,2.87,0.37,0,0.21,4.72,0.03,0.14,0.17,0.09,1.19,0,0.1,2.49,1.42,0.31,0,0,3.4,0.03,0.52,0.03,0.13,0.17,0.12,0.03,0.4
