District,Code,State,FIRST,SECOND,THIRD,FOURTH,FIFTH,SIXTH,SEVENTH,EIGHTH,NINTH,TENTH,2003 Invasion of Iraq,Abortion,Abortion-rights movement,Affirmative action,Agricultural subsidies,Aid,Alternative energy,Anti-abortion movements,Basic income,Body worn video,Campaign finance,Campus sexual assault,Capital gains tax,Capital punishment,Charter schools,Chelsea Manning,Climate change,Common core,Confederate states,Corporate tax,DACA,Dakota Access pipeline,Dream act,Drug policy,Drug testing welfare recipients,Economic stimulus,Edward Snowden,Electoral college,Electoral fraud,Electronic Classroom of Tomorrow,Eminent domain,Equal pay for equal work,Estate tax in the United States,Euthanasia,Executive Order 13769,Federal reserve system,First amendment,Flag desecration,Flags of the confederate states,Free trade,Freedom of religion,Gender identity,Gender workplace diversity,Genetically modified organism,Gerrymandering,Global warming,Government spending,Gun control,Health care,Hydraulic fracturing,Immigration,Immigration to the United States,Income tax,Iraq War,ISIS,Islam,Israel boycott,Joint Comprehensive Plan of Action (Iran Deal),Labor Unions in the United States,Legal history of cannabis in the United States,Legality of cannabis,LGBT adoption rights,LGBT rights,Lobbying,Lockheed Martin F-35,Maternity leave in the United States,Medicaid,Medicare,Mental health,Mexico-United States barrier,Military budget,Military service,Minimum wage,NAFTA,National Debt of the United States,National security,National Security Agency,NATO,Net neutrality,No fly list,North Korea and weapons of mass destruction,Nuclear power,Obamacare,Offshore bank,Offshore drilling,Overtime pay,Paris Agreement,Patriot act,Pensions,Planned Parenthood,Political corruption,Prescription costs,PRISM,Prison overcrowding,Private Prisons,Property taxes,Public transportation,Right to work,Russian interference in the 2016 United States elections,Russian military action in Syria,Safe spaces,Same-sex marriage,Sanctuary cities,September 11 attacks,Sick leave,Single-payer healthcare,Social programs in the United States,Social security,Solitary confinement,Space exploration,Student loans in the United States,Syrian civil war,Tariff,Tax Cuts and Jobs Act of 2017,Term limits in the United States,Terrorism,Torture,TPP,Transgender people in the military,U.S. national anthem protests,United Nations,Vaccine controversies,Voter turnout,Voting age,War in Afghanistan,Welfare,Whistleblower,Women in combat,Women's health
Connecticut 3rd,CT-03,CT,September 11 attacks,Health care,Medicare,Immigration,Mental health,Minimum wage,Social security,Pensions,United Nations,Planned Parenthood,0.24,0.99,0.06,0.18,0,0.41,0.02,0.04,0.02,0.02,0.03,0.01,0.27,1.14,0.31,0.02,0.89,1.17,0.68,0.09,0.37,0.01,0.02,0.01,0,0,0.24,0.38,0.01,0,0.07,0.04,0.05,0.17,0.19,0.53,0.27,0,0.12,0.07,0.1,0.05,0,0.23,0.07,0.54,0.11,0.41,8.23,0.07,2.96,0.03,1.48,0.16,0.45,1,0.01,0.04,0.03,0,0.68,0,0,0.29,0.08,0,1.29,3.38,2.49,0.01,0.06,0.07,1.99,0.21,0.18,0.47,0.11,0.34,0.06,0,0.01,1.17,0.54,0.03,0.07,0.23,0.15,0.08,1.57,1.54,0.02,0.01,0,0,0.1,1.1,0.35,0.02,0,0,0.05,0.39,0.1,20.15,0.29,0,0.15,1.84,0.02,0.03,0.03,0.08,0.85,0,0,1.44,0.5,0.18,0,0.01,1.57,0.01,0.04,0,0.08,0.12,0.2,0,0.9
Connecticut 4th,CT-04,CT,September 11 attacks,Health care,Immigration,Medicare,Mental health,Pensions,Tariff,Income tax,United Nations,Medicaid,0.11,1.12,0.08,0.12,0,0.3,0,0.13,0.02,0,0.03,0,0.66,0.63,0.54,0.03,0.48,0.9,0.37,0.44,0.24,0,0.1,0.02,0,0.01,0.01,0.48,0,0,0.05,0.03,0.13,0.22,0.05,0.94,0.24,0.01,0.15,0.24,0.16,0.04,0,0.25,0.04,0.37,0.38,0.28,6.35,0.17,3.96,0.14,1.66,0.14,0.48,0.87,0,0,0,0,0.32,0,0,0.15,0.1,0,1.57,3.33,2.12,0.02,0.01,0.07,1.23,0.21,0.33,0.17,0.17,0.32,0.17,0,0,0.39,0.46,0.06,0.02,0.22,0.07,0.16,1.9,0.98,0.13,0.02,0.02,0,0.06,1.37,0.7,0,0,0.01,0.08,0.33,0,21.09,0.13,0,0.11,1.38,0,0.05,0.07,0.08,1.67,0,0.03,0.86,0.5,0.05,0,0.02,1.57,0.03,0.11,0.05,0.04,0.02,0.21,0,0.73
Connecticut 5th,CT-05,CT,September 11 attacks,Health care,Immigration,Medicare,Mental health,Planned Parenthood,Social security,Abortion,Minimum wage,Common core,0.14,1.86,0.08,0.08,0,0.58,0,0.09,0.02,0.03,0.11,0,0.17,0.94,0.14,0,0.67,1.67,0.36,0.1,0.26,0.02,0.01,0.01,0,0.01,0.16,0.11,0.09,0.01,0.01,0.05,0.06,0.14,0.03,0.47,0.24,0.01,0.2,0.06,0.07,0.07,0,0.21,0.03,0.57,0.06,0.14,8.32,0.28,4.73,0.19,1.59,0.21,0.25,1.1,0,0.03,0,0,0.48,0,0.02,0.1,0.29,0,1.65,3.51,3.4,0,0.01,0.13,1.8,0.1,0.43,0.07,0.12,0.25,0.14,0.06,0,0.73,0.4,0,0.02,0.18,0.02,0.23,1.31,2.37,0.01,0,0,0.03,0.06,1.44,0.49,0.03,0,0.01,0.01,0.22,0.03,20.2,0.32,0,0.09,2.17,0.01,0.12,0.01,0.15,0.65,0,0.02,1.54,0.86,0.04,0,0,0.82,0.03,0.01,0.02,0.11,0.05,0.15,0.02,1.29
Delaware At-Large,DE-AL,DE,September 11 attacks,Health care,Charter schools,Medicaid,Mental health,Medicare,Immigration,Pensions,Social security,Abortion,0.1,1.7,0.06,0.16,0,0.42,0.01,0.16,0.04,0.05,0.12,0,0.12,1.42,4.16,0.05,0.63,1.14,0.9,0.19,0.23,0,0.06,0.02,0,0.02,0.31,0.21,0.03,0,0.03,0.07,0.09,0.2,0.06,0.47,0.29,0,0.26,0.12,0.04,0.01,0,0.38,0.09,0.44,0.09,0.48,6.38,0.2,2.58,0.07,0.75,0.12,0.6,1.29,0,0.01,0,0,0.44,0,0,0.14,0.09,0,3.45,3.03,3.08,0.03,0.03,0.14,1.64,0.21,0.31,0.28,0.2,0.41,0.2,0,0,1.35,0.89,0.01,0.07,0.39,0.03,0.05,2.01,1.09,0.01,0,0,0,0.05,1.07,0.16,0.05,0,0.01,0,0.28,0.02,18.75,0.18,0,0.09,1.83,0.05,0.04,0.13,0.14,0.6,0,0,1.19,0.43,0.02,0,0.04,0.84,0.01,0.05,0.01,0.03,0.12,0.15,0,0.6
Florida 1st,FL-01,FL,September 11 attacks,Health care,Medicaid,Medicare,Mental health,Social security,Abortion,Minimum wage,Property taxes,Islam,0.21,1.34,0,0.29,0,0.45,0,0,0,0.16,0,0,0.03,0.8,0.37,0.07,0.44,0.6,0.79,0.19,0.06,0,0.03,0,0,0,0,0.56,0,0,0.19,0,0,0.12,0,0.25,0.12,0,0.47,0,0.06,0,0,0.28,0.06,0.15,0.03,0.09,4.92,0.21,0.84,0,0.64,0.37,0.3,0.95,0,0,0,0,0.21,0,0.03,0.03,0.52,0,3.53,3.34,2.81,0,0.06,0.29,1.27,0.09,0.12,0,0.54,0.15,0.03,0,0,0.27,0.66,0,0,0.41,0,0,0.79,0.18,0,0.07,0,0,0.03,1.07,0.23,0,0,0,0.03,0.27,0,18.94,0.31,0,0.12,1.5,0,0.03,0,0.03,0.21,0,0,0.69,0.23,0,0,0,0.63,0,0,0.06,0,0.14,0.03,0,0
Florida 2nd,FL-02,FL,September 11 attacks,Health care,Medicaid,Medicare,Immigration,Mental health,Abortion,Minimum wage,Social security,Islam,0.06,1.89,0.02,0.12,0.01,0.33,0,0.11,0.02,0.07,0.1,0.01,0.2,0.69,0.62,0.02,0.41,0.55,0.5,0.24,0.14,0,0.04,0.01,0.02,0.01,0.17,0.33,0.02,0,0.09,0.01,0.03,0.18,0.02,0.45,0.37,0,0.26,0.05,0.14,0.06,0,0.34,0.05,0.32,0.08,0.17,4.99,0.1,2.38,0.14,0.79,0.07,0.33,1.18,0.01,0,0,0,0.57,0,0.03,0.48,0.31,0,4.12,3.22,2.25,0.02,0.04,0.14,1.62,0.06,0.2,0.07,0.23,0.25,0.17,0,0,1.03,0.86,0,0.02,0.2,0.02,0.09,0.74,0.57,0.02,0.02,0,0,0.03,0.88,0.22,0,0,0.01,0.01,0.16,0.01,17.97,0.08,0,0.11,1.56,0.01,0.03,0.03,0.06,0.77,0,0,1.13,0.41,0.02,0,0.01,0.53,0.01,0.04,0.01,0.03,0.07,0.16,0,0.16
Florida 3rd,FL-03,FL,September 11 attacks,Health care,Medicaid,Mental health,Medicare,Immigration,Social security,Minimum wage,United Nations,Abortion,0.14,1.62,0.16,0.06,0.02,0.69,0,0.02,0.02,0.03,0.41,0.02,0.22,0.91,0.45,0.16,1.33,1.19,0.75,0.14,0.11,0,0,0.02,0.01,0,0.07,0.27,0.01,0,0.24,0.02,0.07,0.37,0.08,0.22,0.66,0.01,0.37,0.02,0.03,0.21,0,0.77,0.11,0.55,0.12,0.21,7.06,0.23,2.45,0.09,1.04,0.1,0.46,1.18,0,0.01,0,0.01,0.24,0.01,0.01,0.33,0.03,0,5.4,2.88,3.11,0.01,0.06,0.07,2.35,0.23,0.27,0.13,0.13,0.28,0.5,0.01,0,0.96,0.65,0.01,0.04,0.14,0.04,0.2,0.93,0.52,0.14,0.01,0,0,0.01,1.13,0.32,0.01,0,0.01,0.03,0.21,0.01,20.79,0.14,0,0.23,2.41,0.01,0.06,0.17,0.11,0.55,0,0.01,0.81,0.32,0.03,0,0.01,1.78,0.01,0.18,0.01,0.03,0.05,0.25,0.01,0.23
Florida 4th,FL-04,FL,September 11 attacks,Health care,Medicaid,Medicare,Immigration,Mental health,Abortion,Social security,Charter schools,Property taxes,0.01,2.17,0.06,0.13,0,0.38,0.01,0.03,0,0.07,0.03,0,0.22,0.67,1.7,0.02,0.38,0.44,0.52,0.24,0.15,0,0.02,0.02,0.01,0.01,0.1,0.2,0.01,0,0.07,0.05,0.04,0.18,0.04,0.42,0.6,0.02,0.2,0.13,0.11,0.04,0,0.27,0.07,0.36,0.08,0.13,6.2,0.08,2.8,0.1,0.8,0.1,0.34,1.44,0,0.02,0.01,0.01,0.29,0,0.01,0.2,0.18,0,4.46,4.4,2.22,0.01,0.03,0.21,1.55,0.11,0.23,0.08,0.3,0.25,0.27,0,0,0.64,0.68,0.01,0.02,0.35,0.04,0.1,0.94,0.65,0.02,0.01,0.01,0,0.03,1.57,0.29,0.02,0,0.01,0.05,0.16,0.03,14.01,0.17,0,0.12,1.93,0.02,0.03,0.05,0.06,0.72,0,0,0.65,0.43,0.04,0,0.02,0.52,0.02,0.04,0.02,0.04,0.04,0.12,0,0.32
Florida 5th,FL-05,FL,September 11 attacks,Health care,Medicaid,Medicare,Immigration,Mental health,Abortion,Social security,Charter schools,Property taxes,0.01,2.17,0.06,0.13,0,0.38,0.01,0.03,0,0.07,0.03,0,0.22,0.67,1.7,0.02,0.38,0.44,0.52,0.24,0.15,0,0.02,0.02,0.01,0.01,0.1,0.2,0.01,0,0.07,0.05,0.04,0.18,0.04,0.42,0.6,0.02,0.2,0.13,0.11,0.04,0,0.27,0.07,0.36,0.08,0.13,6.2,0.08,2.8,0.1,0.8,0.1,0.34,1.44,0,0.02,0.01,0.01,0.29,0,0.01,0.2,0.18,0,4.46,4.4,2.22,0.01,0.03,0.21,1.55,0.11,0.23,0.08,0.3,0.25,0.27,0,0,0.64,0.68,0.01,0.02,0.35,0.04,0.1,0.94,0.65,0.02,0.01,0.01,0,0.03,1.57,0.29,0.02,0,0.01,0.05,0.16,0.03,14.01,0.17,0,0.12,1.93,0.02,0.03,0.05,0.06,0.72,0,0,0.65,0.43,0.04,0,0.02,0.52,0.02,0.04,0.02,0.04,0.04,0.12,0,0.32
Florida 6th,FL-06,FL,September 11 attacks,Health care,Medicare,Medicaid,Immigration,Mental health,Social security,Minimum wage,Abortion,Islam,0.09,1.76,0.04,0.1,0,0.23,0.02,0,0,0.09,0.1,0.02,0.31,0.61,0.5,0,0.34,0.33,0.86,0.15,0.13,0,0,0,0,0.02,0.07,0.29,0.01,0,0.11,0.06,0.02,0.23,0.04,0.35,0.53,0.05,0.6,0.11,0.05,0.01,0,0.41,0.08,0.3,0.16,0.08,7.94,0.09,2.33,0.19,0.82,0.12,0.25,1.45,0,0.01,0,0,0.3,0.02,0.01,0.35,0.14,0,3.63,4.94,2.13,0.02,0.02,0.31,1.87,0.16,0.44,0.1,0.16,0.23,0.2,0.01,0,0.92,0.94,0,0.02,0.16,0.02,0.22,1.07,0.55,0.05,0,0.02,0.01,0,1.4,0.2,0.01,0,0.01,0.02,0.28,0.04,13.24,0.06,0,0.19,1.96,0.05,0.07,0.07,0.06,0.59,0,0,0.76,0.5,0.04,0,0,0.59,0.02,0.03,0.01,0.02,0.18,0.11,0,0.43
Florida 7th,FL-07,FL,September 11 attacks,Health care,Immigration,Medicare,Medicaid,Mental health,Islam,Minimum wage,Social security,Abortion,0.04,1.81,0.05,0.2,0,0.48,0.01,0.05,0.03,0.04,0.09,0.02,0.26,0.77,0.83,0.02,0.62,0.47,0.56,0.31,0.19,0.01,0.03,0.03,0.01,0.01,0.1,0.45,0.02,0,0.07,0.06,0.05,0.17,0.07,0.41,0.28,0.01,0.2,0.08,0.16,0.07,0,0.29,0.12,0.52,0.15,0.18,6.51,0.1,3.28,0.13,0.93,0.15,0.45,2.04,0.02,0.03,0.02,0,0.31,0,0.02,0.21,0.11,0,2.98,3.07,2.45,0.01,0.05,0.18,1.91,0.15,0.28,0.18,0.27,0.28,0.46,0.02,0,0.84,0.93,0.02,0.02,0.27,0.05,0.09,0.67,1.07,0.03,0,0,0,0.02,0.98,0.36,0.06,0,0.03,0.08,0.29,0.04,14.7,0.18,0,0.12,1.82,0.02,0.09,0.05,0.08,0.98,0,0.02,1,0.36,0.05,0,0.01,0.91,0.01,0.12,0.03,0.03,0.1,0.21,0,0.47
Florida 8th,FL-08,FL,September 11 attacks,Health care,Medicare,Medicaid,Immigration,Social security,Mental health,Property taxes,Abortion,Minimum wage,0.14,1.85,0.02,0.12,0,0.41,0.05,0.06,0.05,0.24,0.15,0.01,0.5,0.83,0.95,0.05,0.26,0.89,0.87,0.45,0.18,0.33,0.01,0,0,0,0.04,0.2,0.03,0,0.03,0.01,0.48,0.13,0.01,0.63,0.22,0,0.34,0.01,0.03,0.03,0,0.59,0.12,0.26,0.04,0.2,6.32,0.07,2.96,0.05,1.06,0.24,0.4,1.32,0,0.01,0,0,0.33,0,0.12,0.33,0.15,0,4.71,5.58,2.23,0.01,0.05,0.18,1.52,0.51,0.31,0.01,0.24,0.17,0.13,0,0,0.88,0.4,0.01,0.05,0.17,0.03,0.09,0.71,0.55,0.04,0.01,0,0,0,1.86,0.29,0.05,0,0.01,0.15,0.16,0.02,17.2,0.22,0,0.29,2.68,0.01,0.04,0.06,0.04,0.53,0,0.01,0.91,0.19,0.26,0,0,0.43,0.01,0.08,0.23,0.06,0.04,0.36,0.02,0.71
Florida 9th,FL-09,FL,September 11 attacks,Health care,Medicaid,Immigration,Medicare,Minimum wage,Mental health,Islam,Abortion,Social security,0.07,1.87,0.02,0.16,0,0.39,0,0.04,0,0.06,0.03,0,0.19,0.77,1.25,0,0.2,0.51,0.41,0.14,0.25,0,0.03,0.01,0.01,0.02,0.04,0.2,0,0.01,0.1,0.02,0.05,0.35,0.05,0.41,0.52,0.02,0.25,0.15,0.16,0.04,0,0.33,0.04,0.32,0.05,0.14,6.01,0.06,3.87,0.11,0.64,0.11,0.27,1.87,0.01,0.01,0,0,0.23,0,0.03,0.25,0.15,0,4.24,2.88,2,0.03,0.02,0.13,2.13,0.1,0.17,0,0.17,0.16,0.35,0.01,0,0.62,0.81,0.02,0,0.24,0.01,0.08,0.66,0.68,0.05,0,0,0,0.01,0.85,0.26,0.05,0,0,0.04,0.34,0.03,14.46,0.15,0,0.12,1.69,0,0.08,0.01,0.12,0.53,0,0.01,1.2,0.5,0.02,0,0.01,0.81,0.04,0.09,0.01,0.02,0.09,0.22,0.01,0.78
Florida 10th,FL-10,FL,September 11 attacks,Health care,Medicaid,Immigration,Medicare,Minimum wage,Mental health,Islam,Abortion,Social security,0.04,1.46,0.02,0.35,0,0.39,0,0.03,0.07,0.06,0.06,0,0.21,0.52,0.77,0.01,0.5,0.32,0.41,0.29,0.23,0,0.02,0.01,0,0,0.07,0.19,0.03,0.03,0.09,0.01,0.03,0.2,0.03,0.26,0.23,0.01,0.18,0.04,0.07,0.07,0,0.25,0.08,0.33,0.07,0.11,4.85,0.06,2.51,0.05,0.82,0.12,0.3,1.55,0.02,0,0,0,0.31,0,0,0.23,0.1,0,2.67,2.35,1.68,0.01,0.03,0.1,1.93,0.18,0.18,0.06,0.26,0.19,0.2,0,0,0.58,0.55,0,0.01,0.18,0.06,0.04,0.71,0.73,0.03,0.02,0,0.01,0.01,0.94,0.48,0.03,0,0.01,0.01,0.21,0.02,13.99,0.09,0,0.07,1.28,0.02,0.03,0.03,0.06,0.89,0,0.01,0.72,0.32,0.01,0,0,0.65,0.02,0.06,0.02,0.03,0.03,0.17,0,0.32
Florida 11th,FL-11,FL,September 11 attacks,Health care,Charter schools,Social security,Medicare,Medicaid,Mental health,Abortion,Income tax,Immigration,0.99,1.72,0.02,0.02,0,0.48,0,0.07,0,0,0.07,0,0.37,0.23,6.71,0,0.09,0.09,0.28,0.06,0.18,0,0,0,0,0,0.14,0.11,0.02,0,0.02,0.02,0.1,0.11,0.07,0.55,0.15,0.01,0.09,0.02,0.02,0,0,0.41,0.02,0.07,0,0.04,9.27,0.03,1.53,0,1.61,0.92,0.13,0.73,0,0,0,0,0.26,0,0,0.03,0.11,0,2.96,3.83,2.65,0,0,0.17,1.53,0.41,0.26,0,0.03,0.18,0.04,0,0,0.82,1.18,0,0,0.27,0.03,0.03,1.37,0.04,0,0.01,0,0,0,1.15,0.07,0,0,0,0,0.04,0.02,13.42,0.05,0,0.07,4.57,0,0.07,0,0,0.47,0,0.03,1.26,0.23,0.04,0,0,0.21,0,0.01,0.07,0.01,0.01,0,0,0.09
Florida 12th,FL-12,FL,September 11 attacks,Health care,Medicare,Medicaid,Immigration,Mental health,Social security,Abortion,Islam,Income tax,0.06,1.38,0.02,0.51,0,0.45,0,0.08,0.16,0.16,0.07,0,0.33,0.45,0.45,0.02,0.65,0.39,0.49,0.27,0.18,0,0,0,0,0.02,0.09,0.15,0.02,0.05,0.02,0.04,0.12,0.7,0,0.4,0.64,0,0.14,0,0,0,0,0.33,0.04,0.55,0.04,0.56,7.94,0.13,3.48,0.26,1.06,0.04,0.5,1.13,0,0.02,0,0,0.45,0.05,0.05,0.36,0.09,0,3.72,4.37,2.38,0,0.02,0.19,0.81,0.06,0.15,0.02,0.49,0.11,0.08,0,0,0.84,0.56,0.02,0.04,0.17,0.02,0.06,0.6,0.49,0,0,0,0,0,0.91,0.56,0.02,0,0.02,0,0.15,0.04,16.77,0.04,0,0.13,2.01,0,0,0.09,0.04,0.76,0,0,0.99,0.28,0.04,0,0,0.64,0.04,0.04,0,0.09,0,0.13,0.04,0.13
Florida 13th,FL-13,FL,September 11 attacks,Health care,Medicare,Medicaid,Mental health,Social security,Islam,Property taxes,Immigration,Minimum wage,0.37,1.22,0.02,0.06,0,1.07,0.01,0.05,0.02,0.05,0.05,0,0.62,0.36,0.37,0.02,0.27,0.54,0.28,0.24,0.16,0,0.02,0.01,0,0.01,0.07,0.14,0.01,0,0.04,0.04,0.47,0.27,0.04,0.29,0.2,0.02,0.12,0.03,0.04,0.03,0,0.27,0.04,0.3,0.79,0.2,5.84,0.04,1.82,0.06,1.01,0.09,0.32,2.35,0.01,0.01,0,0,0.2,0,0.01,0.17,0.06,0,4.34,5.56,2.74,0.02,0.05,0.1,1.42,0.25,0.86,0.05,0.31,0.16,0.08,0,0,0.52,1.33,0.01,0.03,0.19,0.02,0.07,0.98,0.38,0.03,0.01,0,0,0,1.97,0.23,0.04,0,0,0.37,0.51,0.06,17.94,0.46,0,0.44,2.55,0.01,0.02,0.01,0.06,0.84,0,0.02,0.46,0.27,0.05,0,0,0.49,0.01,0.03,0,0.02,0.04,0.1,0,0.6
Florida 14th,FL-14,FL,September 11 attacks,Health care,Medicaid,Medicare,Mental health,Immigration,Social security,Minimum wage,Abortion,Islam,0.07,1.63,0.01,0.17,0,0.24,0.01,0.1,0,0.1,0.1,0.03,0.36,0.7,0.85,0.01,0.5,0.36,0.26,0.19,0.18,0.06,0.01,0.02,0,0,0.12,0.1,0.01,0,0.05,0.03,0.07,0.24,0.01,0.36,0.18,0.01,0.18,0.06,0.03,0.04,0,0.49,0.13,0.79,0.15,0.19,8.31,0.13,2.65,0.03,0.54,0.12,0.67,1.56,0,0,0,0,0.32,0,0,0.17,0.05,0,3.93,3.84,3.13,0.02,0.02,0.17,1.67,0.2,0.15,0.11,0.16,0.3,0.14,0,0,1.13,1.53,0.05,0.2,0.29,0.13,0.04,0.85,1.08,0.1,0,0.01,0,0.01,1.25,0.39,0.06,0,0.01,0.01,0.25,0.02,14.13,0.08,0,0.09,1.77,0.03,0.02,0.04,0.06,0.82,0,0,0.94,0.36,0.01,0,0,0.86,0.07,0.02,0.01,0.1,0.07,0.28,0.06,0.49
Florida 15th,FL-15,FL,September 11 attacks,Health care,Medicare,Medicaid,Social security,Abortion,Immigration,Mental health,Minimum wage,Property taxes,0.29,2.18,0,0.08,0,0.43,0.02,0.01,0.01,0.01,0,0,0.52,0.84,0.97,0.02,0.19,1.06,0.52,0.23,0.17,0,0,0,0,0,0.07,0.03,0,0,0.02,0,0.01,0.03,0.05,0.16,0.5,0.01,0.15,0.24,0.08,0.06,0,0.33,0.01,0.26,0.01,0.27,5.98,0.11,2.03,0.06,0.5,0.12,0.48,0.98,0,0.01,0,0,0.12,0,0,0.04,0.09,0,2.82,3.2,1.61,0,0.02,0.06,1.59,0.24,0.2,0.06,0.12,0.27,0.18,0,0,0.87,0.63,0,0.07,0.4,0.01,0.11,0.73,0.99,0,0,0,0,0.01,1.13,0.29,0.01,0,0,0.02,0.17,0.01,15.6,0.09,0,0.3,2.61,0.01,0.29,0.03,0.17,0.21,0,0.01,1.13,0.25,0.01,0,0.01,1.12,0.01,0.02,0.04,0.05,0.37,0.2,0.01,0.65
Florida 16th,FL-16,FL,September 11 attacks,Health care,Medicare,Medicaid,Immigration,Minimum wage,Mental health,Obamacare,Charter schools,Abortion,0.18,1.61,0,0.47,0,0.24,0.1,0.05,0.03,0.03,0.14,0,0.18,0.65,1.63,0.03,0.31,1.06,1.01,0.33,0.21,0,0,0,0,0,0,0.3,0.02,0,0.02,0.03,0.02,0.28,0.02,0.94,0.64,0,0.48,0.05,0.24,0.06,0,0.18,0.11,0.9,0.05,0.33,5.41,0.39,3,0.17,0.96,0.08,0.45,0.75,0,0.02,0,0,0.48,0,0.02,0.39,0.05,0,3.18,3.29,1.75,0.03,0.12,0.15,1.9,0.11,0.12,0.03,0.14,0.3,0.05,0,0,1.14,1.63,0,0,0.23,0,0.44,0.75,0.55,0.11,0.02,0.02,0,0.02,0.83,0.06,0.03,0,0,0.05,0.34,0.03,21.71,0.06,0,0.15,1.54,0.02,0,0.02,0.27,1.1,0,0.09,1.36,0.46,0.03,0,0,0.79,0,0.03,0.03,0.12,0.23,0.12,0,0.52
Florida 17th,FL-17,FL,September 11 attacks,Health care,Medicaid,Medicare,Immigration,Nuclear power,Social security,Islam,Mental health,Obamacare,0.11,1.72,0.06,0.15,0.01,0.45,0.01,0.1,0.01,0.02,0.09,0.01,0.2,0.66,0.51,0.06,0.34,0.84,1.34,0.27,0.36,0.03,0.01,0.01,0.01,0,0.04,0.18,0,0,0.2,0.08,0.17,0.09,0,0.28,0.68,0,0.32,0.05,0.42,0.09,0,0.3,0.08,0.52,0.12,0.28,6.07,0.07,4.16,0.12,0.96,0.25,0.26,2.2,0,0,0,0,0.22,0.03,0.01,0.18,0.09,0,4.89,4.74,1.88,0.02,0.1,0.28,1.45,0.21,0.2,0.12,0.14,0.36,0.37,0,0,2.74,1.77,0.05,0.02,0.28,0.01,0.12,0.75,0.62,0.08,0.01,0,0,0,1.04,0.27,0.01,0,0,0.03,0.17,0.01,21.91,0.06,0,0.12,2.28,0.02,0.04,0.04,0.07,0.71,0,0.01,1.6,0.58,0.06,0,0.01,0.94,0.03,0.02,0.02,0.07,0.24,0.04,0,0.48
Florida 18th,FL-18,FL,September 11 attacks,Health care,Medicare,Medicaid,Immigration,Mental health,Social security,Abortion,Islam,Nuclear power,0.08,1.88,0.04,0.29,0,0.28,0.12,0.09,0.01,0.08,0.07,0,0.23,0.88,1.17,0.03,0.66,0.63,0.76,0.4,0.35,0,0.04,0.07,0,0.02,0.08,0.29,0.05,0,0.09,0.02,0.09,0.2,0.11,0.3,0.37,0,0.25,0.13,0.04,0.02,0,0.44,0.05,0.5,0.06,0.29,11.36,0.43,3.92,0.2,0.71,0.14,0.26,1.72,0,0,0,0,0.41,0,0,0.28,0.06,0,4.75,6.4,2.45,0.02,0.04,0.09,1.06,0.19,0.12,0.05,0.13,0.05,0.11,0,0.02,1.58,0.7,0.09,0.04,0.15,0.06,0.17,1.04,0.97,0.07,0,0,0,0,1.09,0.6,0.04,0,0,0.21,0.17,0.02,18.77,0.12,0,0.16,2.1,0,0.05,0.04,0.1,0.78,0,0.02,1.24,0.61,0.08,0,0,0.9,0,0.04,0.08,0.09,0.33,0.16,0.01,0.94
Florida 19th,FL-19,FL,September 11 attacks,Health care,Immigration,Medicare,Medicaid,Mental health,Abortion,Social security,Islam,Minimum wage,0.03,2.35,0.06,0.14,0.01,0.35,0,0.06,0.07,0.03,0.09,0.03,0.19,1.03,1.19,0.03,0.36,0.39,0.78,0.31,0.37,0,0.02,0.03,0,0.01,0.1,0.17,0.01,0,0.07,0.04,0.08,0.2,0.03,1.09,0.34,0,0.25,0.02,0.22,0,0,0.25,0.03,0.33,0.07,0.38,6.12,0.2,4.28,0.14,0.88,0.13,0.32,1.92,0,0.01,0,0,0.43,0.01,0.02,0.23,0.14,0,3.4,4.23,2.55,0,0.02,0.21,1.41,0.31,0.23,0.02,0.22,0.27,0.12,0,0,0.74,0.76,0,0.03,0.44,0.05,0.12,0.9,1.35,0.07,0.01,0,0,0,1.04,0.37,0.06,0,0,0.05,0.11,0.04,20.58,0.05,0,0.25,2.15,0.01,0.01,0.05,0.16,0.95,0,0.03,1.14,0.61,0.03,0,0.03,0.66,0.02,0.05,0.02,0.07,0.04,0.15,0,0.48
Florida 20th,FL-20,FL,September 11 attacks,Health care,Immigration,Medicare,Medicaid,Charter schools,Abortion,Mental health,Minimum wage,Social security,0.07,2.83,0.11,0.22,0,0.36,0,0,0,0.11,0,0,0.04,0.58,3.42,0,0.14,0.66,0.65,0.22,1.16,0,0.22,0,0,0.04,0.14,0.32,0.04,0,0.07,0.04,0.07,0.25,0.1,0.43,0.52,0,0.22,0,0.07,0.07,0,0.43,0.07,0.41,0.13,0.2,7.29,0.1,6.54,0.17,0.47,0.03,0.33,1.64,0.03,0.07,0,0.03,0.47,0,0,0.2,0,0,4.08,4.32,1.96,0,0.03,0.14,1.88,0.24,0.28,0.18,0.2,0.24,0.14,0.04,0,0.27,1.05,0,0,0.34,0,0.07,0.76,0.71,0.07,0.03,0,0,0,1.11,0.34,0.03,0,0,0,0.21,0.03,14.17,0.21,0,0.14,1.7,0,0,0.03,0.1,0.61,0,0.04,0.76,0.72,0.07,0,0,0.83,0.03,0,0,0.03,0.1,0.1,0.03,0.28
