District,Code,State,FIRST,SECOND,THIRD,FOURTH,FIFTH,SIXTH,SEVENTH,EIGHTH,NINTH,TENTH,2003 Invasion of Iraq,Abortion,Abortion-rights movement,Affirmative action,Agricultural subsidies,Aid,Alternative energy,Anti-abortion movements,Basic income,Body worn video,Campaign finance,Campus sexual assault,Capital gains tax,Capital punishment,Charter schools,Chelsea Manning,Climate change,Common core,Confederate states,Corporate tax,DACA,Dakota Access pipeline,Dream act,Drug policy,Drug testing welfare recipients,Economic stimulus,Edward Snowden,Electoral college,Electoral fraud,Electronic Classroom of Tomorrow,Eminent domain,Equal pay for equal work,Estate tax in the United States,Euthanasia,Executive Order 13769,Federal reserve system,First amendment,Flag desecration,Flags of the confederate states,Free trade,Freedom of religion,Gender identity,Gender workplace diversity,Genetically modified organism,Gerrymandering,Global warming,Government spending,Gun control,Health care,Hydraulic fracturing,Immigration,Immigration to the United States,Income tax,Iraq War,ISIS,Islam,Israel boycott,Joint Comprehensive Plan of Action (Iran Deal),Labor Unions in the United States,Legal history of cannabis in the United States,Legality of cannabis,LGBT adoption rights,LGBT rights,Lobbying,Lockheed Martin F-35,Maternity leave in the United States,Medicaid,Medicare,Mental health,Mexico-United States barrier,Military budget,Military service,Minimum wage,NAFTA,National Debt of the United States,National security,National Security Agency,NATO,Net neutrality,No fly list,North Korea and weapons of mass destruction,Nuclear power,Obamacare,Offshore bank,Offshore drilling,Overtime pay,Paris Agreement,Patriot act,Pensions,Planned Parenthood,Political corruption,Prescription costs,PRISM,Prison overcrowding,Private Prisons,Property taxes,Public transportation,Right to work,Russian interference in the 2016 United States elections,Russian military action in Syria,Safe spaces,Same-sex marriage,Sanctuary cities,September 11 attacks,Sick leave,Single-payer healthcare,Social programs in the United States,Social security,Solitary confinement,Space exploration,Student loans in the United States,Syrian civil war,Tariff,Tax Cuts and Jobs Act of 2017,Term limits in the United States,Terrorism,Torture,TPP,Transgender people in the military,U.S. national anthem protests,United Nations,Vaccine controversies,Voter turnout,Voting age,War in Afghanistan,Welfare,Whistleblower,Women in combat,Women's health
Colorado 7th,CO-07,CO,Medicaid,Health care,Immigration,Mental health,Medicare,September 11 attacks,Minimum wage,Social security,Planned Parenthood,Tariff,0.09,2.67,0.1,0.24,0.02,0.54,0.07,0.21,0.03,0.17,0.11,0.01,0.79,1.51,2.19,0.08,1.12,2.61,0.54,0.17,0.78,0.01,0.07,0.03,0,0.01,0.21,0.53,0.01,0,0.15,0.15,0.12,0.58,0.06,1.15,0.48,0.03,0.2,0.27,0.3,0.23,0,0.73,0.27,0.83,0.13,0.43,9.27,1.54,7.81,0.24,1.62,0.23,0.79,2.2,0,0,0,0.01,0.83,0,0.08,0.24,0.36,0,10.31,6.23,6.84,0.08,0.21,0.3,4.02,0.21,0.42,0.11,0.41,0.33,0.45,0.01,0,2.76,1,0.03,0.09,0.64,0.22,0.16,1.44,3.24,0.06,0.03,0.03,0.01,0.01,2.59,0.45,0.04,0.01,0,0.02,0.5,0.04,5.79,0.28,0,0.28,3.68,0.1,0.13,0.18,0.13,2.97,0,0.09,1.05,0.96,0.03,0,0.01,1.86,0.05,0.08,0.12,0.1,0.23,0.23,0,1.04
Connecticut 1st,CT-01,CT,Health care,September 11 attacks,Medicare,Mental health,Immigration,Nuclear power,Social security,Property taxes,Medicaid,Income tax,0.25,2.33,0,0.25,0,1.48,0,0.25,0,0,0,0,2.36,2.22,0.51,0,1.03,2.81,1.03,0,0.26,0,0,0,0,0,0.26,0.49,0,0,0,0.28,0.5,0.5,1.73,0.98,0,0,0,0.25,0.51,0,0,1.22,0,2.21,0,0.72,27.33,0.51,8.79,0.48,4.17,0.24,1.7,2.33,0,0,0.26,0,1.46,0,0,0.99,0,0,4.92,11.28,10.25,0,0,0.24,2.51,0.51,0,0.26,0.74,0.74,0.25,0,0,5.36,1.97,0,0.24,1.24,0,0.25,3.68,3,0,0,0,0,0,5.08,2.16,0,0,0,0,0.49,0,18.1,1.21,0,0,5.08,0,0,0.25,0,3.4,0,0,3.15,0.76,0,0,0,1.78,0,0,0,0,0.25,0.51,0,3.7
Connecticut 2nd,CT-02,CT,Health care,Medicare,Immigration,September 11 attacks,Mental health,Tariff,Social security,NAFTA,Minimum wage,Planned Parenthood,0.51,3.11,0.2,0.28,0,0.65,0,0.11,0.11,0.04,0.21,0,0.23,1.66,0.8,0.08,1.3,2.27,0.9,0.23,0.44,0,0.09,0.24,0,0,0.44,0.37,0.11,0,0.29,0.38,0.41,0.21,0.22,0.76,0.69,0,0.04,0.12,0.27,0.09,0,0.97,0.08,1.09,0.64,0.5,18.24,0.5,8,0.33,2.23,0.81,1.07,2.67,0,0.09,0.04,0,1.59,0,0.04,0.7,0.33,0,2.77,8.67,5.38,0.04,0.17,0.65,3.4,3.83,0.54,0.26,0.54,0.9,0.44,0,0,2.48,0.98,0,0.06,0.42,0.11,0.17,2.64,3.31,0.09,0,0,0.04,0.11,2.26,0.83,0.11,0,0,0,0.37,0.08,5.7,0.61,0,0.08,4.75,0,0.07,0.08,0.2,5.2,0,0,1.79,2.11,0.04,0,0.09,2.65,0,0.14,0,0.12,0.3,0.21,0.08,1.33
Connecticut 3rd,CT-03,CT,Health care,Medicare,September 11 attacks,Immigration,Mental health,Social security,United Nations,Medicaid,Abortion,Minimum wage,0.19,4.01,0.05,0.5,0.06,0.88,0,0.23,0.16,0.07,0.36,0.1,0.82,1.88,1.02,0.11,1.99,3.18,1.14,0.24,1.01,0.02,0.12,0.12,0,0.01,0.3,0.52,0.01,0,0.15,0.23,0.51,0.41,0.58,1.88,1.16,0.05,0.38,0.14,0.22,0.14,0,1.02,0.25,0.88,0.44,0.46,21.95,0.41,8.05,0.27,3.26,0.57,1.19,2.92,0.01,0.04,0.06,0,1.09,0,0.01,0.68,0.19,0,4.25,8.84,7.1,0.01,0.13,0.19,3.58,0.44,0.63,0.23,0.6,0.81,0.19,0,0,1.9,2.47,0,0.08,0.41,0.12,0.2,2.69,2.78,0.1,0,0,0,0.22,3.29,0.52,0.02,0.01,0.08,0.06,0.87,0.08,8.73,0.53,0,0.42,5.16,0.1,0.07,0.13,0.19,3.23,0,0.01,1.9,1.63,0.06,0,0.03,4.48,0.12,0.06,0.01,0.2,0.49,0.16,0,1.68
Connecticut 4th,CT-04,CT,Health care,Immigration,Medicare,September 11 attacks,United Nations,Mental health,Tariff,Social security,Property taxes,Pensions,0.1,3.35,0.11,0.52,0,0.55,0,0.12,0.05,0.03,0.22,0.05,1.09,1.84,0.98,0.05,0.82,2.65,1.03,0.41,1.17,0,0.02,0,0.05,0.03,0.33,0.98,0.14,0,0.09,0.22,0.62,0.56,0.24,2.89,1.07,0.03,0.42,0.2,0.3,0.07,0,1.26,0.49,0.73,0.21,0.98,17.09,0.94,9.51,0.25,3.55,0.27,1.08,2.6,0,0.05,0,0,1.24,0,0.02,0.49,0.39,0,3.54,7.92,5.79,0.02,0.21,0.19,3.82,0.25,0.72,0.23,0.39,1.13,0.33,0,0,1.17,1.44,0.08,0.07,0.64,0.07,0.26,3.98,1.52,0.09,0.05,0.02,0.05,0.03,4.12,0.89,0,0.05,0,0.14,0.66,0.09,7.9,0.57,0,0.91,4.47,0.05,0.2,0.16,0.21,4.61,0,0.05,2.29,0.7,0.05,0,0.06,6.58,0.03,0.09,0,0.13,0.35,0.41,0.05,1.71
Connecticut 5th,CT-05,CT,Health care,Medicare,Immigration,September 11 attacks,Mental health,Medicaid,United Nations,Social security,Islam,Pensions,0.19,3.5,0.17,0.09,0,1.08,0,0.17,0.1,0.13,0,0.04,0.75,1.83,0.42,0.1,0.37,2.52,0.97,0.47,1.79,0,0,0,0,0,0.2,2.02,0.04,0,0.1,0.29,0.09,0.38,0.33,0.76,0.99,0,0.44,0.09,0.32,0.44,0,0.58,0.23,0.96,0.23,0.4,29.31,0.49,12.1,0.34,3.48,0.14,0.86,4.03,0,0,0.07,0,0.71,0,0,0.22,0.32,0,5.69,13.46,7.54,0.05,0.05,0.16,3.59,0.21,0.71,0.13,0.5,0.59,0.17,0,0,1.95,1.4,0,0.17,0.51,0,0.33,3.73,3.59,0.15,0.04,0,0.05,0,3.14,0.52,0.04,0,0,0.09,0.47,0.05,9.12,1.04,0,0.3,4.76,0.2,0.25,0.05,0.15,2.62,0,0.15,1.98,1.35,0.1,0,0,5.1,0.24,0.05,0.2,0.07,0.6,0.32,0,2.4
Delaware At-Large,DE-AL,DE,Health care,Charter schools,Immigration,September 11 attacks,Mental health,Islam,Medicaid,Medicare,Common core,Minimum wage,0.29,3.48,0.26,0.22,0,0.81,0.06,0.3,0,0.09,0.86,0,0.56,2,12.46,0,1.02,4.68,2.85,0.13,0.78,0,0.35,0.06,0,0,0.26,0.6,0,0,0.36,0.19,0.21,0.49,1.91,2.14,2.81,0,1.16,0.15,0.77,0.09,0,1.34,0.09,1.64,0.31,0.61,12.59,0.43,10.51,0.47,1.58,0.35,0.85,7.61,0,0,0,0,1.06,0,0,0.44,0.35,0,7.19,7.07,8.4,0.11,0.06,0.15,4.65,0.18,0.62,1.01,0.79,0.6,1.37,0,0,1.59,1.15,0.03,0.09,0.92,0,0.42,3.69,2.81,0.09,0,0,0.11,0.15,2.21,0.7,0.03,0.03,0,0.06,0.75,0,8.46,0.28,0,0.36,4.06,0.06,0.22,0.42,0.11,2,0,0,1.92,1.32,0.06,0,0.12,2.38,0.06,0,0.18,0,0.47,0.35,0,2.13
Florida 1st,FL-01,FL,Health care,Medicare,Medicaid,Mental health,September 11 attacks,Immigration,Lockheed Martin F-35,Social security,Property taxes,Abortion,0.5,3.22,0.1,0.33,0,0.48,0,0.42,0.08,0.32,0.1,0,0.41,1.29,1.24,0.12,0.43,2.23,1.42,0.2,0.32,0,0.18,0.1,0,0,0.13,0.79,0,0,0.22,0.03,0.21,0.18,0,0.95,1.25,0.04,0.72,0.15,0.9,0.05,0,0.73,0.38,0.66,0.47,0.39,13.36,0.26,6.1,0.08,2.68,0.34,1.59,2.75,0,0,0,0,0.82,0,0,0.85,6.07,0,7.8,8.27,7.45,0.03,0.44,0.55,2.58,0.21,0.49,0.57,1.94,1.47,0.19,0,0,1.54,1.16,0,0.37,0.37,0.08,0.21,2.35,0.76,0.21,0,0,0.08,0.17,3.3,1.35,0.03,0,0.06,0,0.64,0.07,6.28,0.58,0,0.26,4.72,0.11,0.34,0.03,0.04,1.89,0,0,2.59,0.78,0,0,0,1.56,0.08,0,0.12,0.19,0.23,0.11,0.06,0.54
Florida 2nd,FL-02,FL,Health care,Medicaid,Mental health,Immigration,Medicare,Abortion,Minimum wage,September 11 attacks,Terrorism,Social security,0.04,5.16,0.09,0.77,0.02,1.08,0.02,0.24,0.09,0.41,0.51,0.02,0.31,1.83,2.36,0.05,1.67,0.95,1.41,0.92,0.29,0.07,0.07,0.02,0.02,0.02,0.21,0.76,0.05,0.05,0.45,0.19,0.19,0.67,0.14,1.98,1.31,0.03,0.69,0.32,0.3,0.2,0,0.73,0.33,1.06,0.26,0.49,20.17,0.48,6.89,0.5,2.49,0.35,1.25,2.86,0,0.05,0.04,0,0.65,0.02,0,2.09,0.33,0,8.96,6.48,8.04,0.07,0.1,0.31,5.03,0.25,0.44,0.27,0.78,0.48,0.34,0,0,1.12,1.97,0,0.24,0.63,0.09,0.27,2.39,2.96,0.09,0.03,0.05,0.02,0.17,3.03,0.98,0.14,0,0,0.03,0.8,0.12,4.76,0.56,0,0.47,3.95,0.09,0.3,0.16,0.1,1.77,0,0.07,4.22,0.99,0.05,0,0,2.38,0.05,0.37,0.19,0.1,0.23,0.48,0.07,0.82
Florida 3rd,FL-03,FL,Health care,Medicare,Medicaid,Mental health,September 11 attacks,Immigration,Social security,Minimum wage,Abortion,Tariff,0.11,4.38,0.07,0.38,0.01,0.96,0.08,0.25,0.09,0.04,0.41,0.01,0.64,1.99,1.31,0.06,2.05,0.9,1.23,0.5,0.56,0,0.01,0.55,0,0,0.13,1.02,0.04,0,0.16,0.07,0.19,1.18,0.13,1.1,1.54,0.29,0.38,0.16,0.19,0.46,0,1.07,0.28,1,0.22,0.34,15.87,0.43,5.36,0.16,2.59,0.42,1.34,2.56,0,0.24,0,0.01,1.01,0.08,0.03,0.89,0.41,0,8.26,11.25,6.39,0,0.15,0.4,4.71,0.39,0.38,0.19,0.78,1.16,0.97,0,0,2,2.55,0.01,0.17,0.49,0.34,0.07,2.67,2.23,0.05,0.09,0.01,0,0.01,2.76,1.5,0.09,0.01,0.03,0.01,0.79,0,6.27,0.35,0,0.39,5.22,0.03,0.2,0.25,0.62,2.85,0,0.03,1.77,1.81,0.07,0,0,1.7,0.06,0.32,0.08,0.28,0.32,0.19,0,0.82
Florida 4th,FL-04,FL,Medicare,Health care,Medicaid,Mental health,Social security,Immigration,September 11 attacks,Abortion,Property taxes,Torture,0.32,3.87,0.22,0,0,0.94,0,0.28,0,0.38,0.44,0,0.73,1.8,0.62,0,0.92,1.19,1.27,0.65,0.07,0,0,0.07,0,0,0.27,1.26,0.07,0,1.42,0,0.19,0.21,0.07,1.54,1.09,0,0.78,0.24,0.21,0.12,0,0.07,0.36,0.83,0.12,0.27,11.76,0.14,6.1,0.34,2.14,0.37,0.51,1.34,0,0,0,0,0.6,0.12,0,0.6,0.14,0,9.46,12.95,6.71,0.19,0.47,0.87,2.7,0.2,0.99,0.25,0.28,1,0.31,0,0,2.06,0.97,0,0,1.13,0.07,0,2.59,0.59,0,0,0.07,0,0,3.55,0.97,0.26,0,0,0,0.81,0.24,5.15,0.21,0,0.65,6.54,0.07,0.24,0,0.07,2.22,0,0,2.29,2.82,0.07,0,0,2.71,0.07,0.07,0.12,0,0.07,0.41,0,0.2
Florida 5th,FL-05,FL,Health care,Medicare,Medicaid,Mental health,Immigration,Abortion,Minimum wage,Social security,September 11 attacks,Islam,0.79,6.11,0.04,0.15,0,1.11,0.02,0.06,0.02,0.07,0.06,0.04,0.26,1.58,2.31,0.03,1.08,1.43,2.12,0.29,0.19,0,0.02,0.03,0.01,0.01,0.15,0.3,0.01,0,0.05,0.03,0.11,1.83,0.03,0.68,3.94,0.01,0.19,0.83,0.22,0.07,0,1.11,0.13,1.1,0.12,1.06,14.25,0.9,6.3,0.16,1.91,0.12,1.13,4.18,0,0.02,0.01,0,0.43,0.01,0.01,1.75,0.25,0,8.42,10.97,6.65,0.02,0.07,0.28,5.58,0.14,0.2,0.1,0.43,0.33,0.19,0.01,0,1.3,0.93,0.02,0.03,0.37,0.02,0.83,3.51,2.26,0.01,0.01,0,0,0.02,2.84,0.34,0.02,0,0.03,0.08,0.23,0.02,4.38,0.26,0,0.95,4.83,0.01,0.11,0.06,1.58,1.92,0,0.03,1.31,0.53,0.84,0,0,3.26,0.01,0.09,0.06,0.04,0.08,0.09,0,1.07
Florida 6th,FL-06,FL,Medicare,Medicaid,Health care,September 11 attacks,Minimum wage,Mental health,Tariff,Social security,Capital punishment,Immigration,1.35,2.73,0.06,0.59,0,2.45,0,0.18,0,0.19,0.12,0,0.06,3.39,0.8,0.06,0.37,0.37,0.75,0.44,0.42,0,0,0,0,0.06,0.06,0.24,0.12,0,0.06,0,0.06,1.55,0.06,0.64,0.55,0,0.49,0.3,0.06,0.06,0,0.18,0.42,0.35,0.24,0.46,11.37,0.18,3.19,0.06,1.12,0.18,0.59,1.31,0,0,0,0,0.18,0.06,0,0.59,0,0,11.41,12.26,5.71,0,0,0.06,6.67,0.49,1.66,0.18,0.43,0.54,0.06,0,0,0.53,0.83,0,0.06,1.42,0,0.24,2.13,0.65,0.06,0,0,0,0.12,0.98,0.64,0.12,0,0.06,0,0.3,0,7.67,0.18,0,0.13,3.85,0,0.06,0.06,0.35,4.49,0,0,0.53,1.44,0.06,0,0,1.51,0,0,0.12,0,0.12,0.31,0,1.91
Florida 7th,FL-07,FL,Health care,Medicare,Immigration,Medicaid,Mental health,September 11 attacks,Islam,Social security,Minimum wage,Abortion,0.16,3.6,0.15,0.43,0.01,0.76,0.04,0.21,0.02,0.2,0.37,0.04,0.65,1.84,2.08,0.06,0.91,0.96,1.11,0.51,0.8,0,0.08,0.11,0.06,0,0.5,1.72,0.09,0,0.25,0.19,0.1,0.62,0.15,1.19,1.34,0.01,0.65,0.34,0.24,0.12,0,0.65,0.77,0.82,0.55,0.43,16.51,0.32,8.02,0.4,2.66,0.17,1.04,4.92,0.01,0.04,0.19,0,1.15,0.03,0.02,1.01,0.44,0,6.61,9.42,5.79,0.07,0.15,0.33,4.24,0.39,0.57,0.18,0.77,0.59,0.49,0.02,0.02,1.74,1.91,0,0.1,0.93,0.08,0.24,1.91,1.99,0.07,0.02,0,0.04,0.02,2.49,0.58,0.07,0,0.07,0.11,0.72,0.04,5.4,0.34,0,0.31,4.7,0.09,0.2,0.15,0.16,2.67,0,0.18,2.01,1.11,0.09,0,0.03,2.94,0.03,0.43,0.13,0.14,0.21,0.45,0,1.36
Florida 8th,FL-08,FL,Health care,Medicare,Social security,Immigration,Planned Parenthood,Minimum wage,September 11 attacks,Confederate states,National security,ISIS,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,1.73,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,1.62,0,0,0,0,0,0,0,0,0,1.64,0,0,24.46,0,6.57,0,1.64,0,3.28,0,0,0,0,0,0,0,0,0,0,0,3.23,13.04,1.62,0,0,0,5,0,0,3.44,0,0,0,0,0,0,1.64,0,0,0,0,0,1.64,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,0,0,0,9.71,0,0,0,0,3.23,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62
Florida 9th,FL-09,FL,Islam,Health care,Medicaid,Social security,Medicare,Immigration,Minimum wage,September 11 attacks,Mental health,Abortion,0.22,3.82,0.22,0,0,0.22,0,0,0,0.24,0,0,0.46,1.07,2.01,0,0.23,2.26,2.71,0,0.21,0,0,0,0,0,0.67,0.22,0.21,0,0.23,0,0.45,0.44,0,0.64,2.43,0,0.44,0.43,0.67,0,0,0.42,0,0.43,0.65,0.84,16.62,0.44,6.41,0.85,3.44,0.42,0.21,19.78,0,0,0,0,0.65,0,0.22,0.64,0,0,9.79,7.71,3.83,0,0,0,4.84,0.89,0.22,0,1.33,1.08,0.43,0,0,1.49,1.94,0,0,0.64,0,0,0.43,2.78,0,0,0,0,0.21,2.42,0.45,0,0,0,0,0.86,0.22,4.51,0,0,0,8.46,0,0.21,0,0,2.12,0,0,0.63,1.95,0,0,0,1.31,0,0.21,0,0,0.22,0.22,0,0.63
Florida 10th,FL-10,FL,Health care,Immigration,Medicare,Medicaid,Islam,Abortion,Social security,Minimum wage,Mental health,September 11 attacks,0.05,4.61,0.19,0.37,0.01,0.76,0.1,0.08,0.08,0.16,0.23,0.01,0.54,1.36,2.72,0.03,0.9,0.87,0.63,0.45,0.58,0.05,0.1,0.02,0.01,0.01,0.23,0.86,0.01,0.05,0.2,0.09,0.13,0.35,0.02,0.81,1.33,0.03,0.16,0.28,0.36,0.08,0,0.66,0.35,0.89,0.16,0.32,15.46,0.55,10.21,0.24,2.34,0.19,0.77,6.45,0.01,0.02,0.01,0,0.77,0,0.01,0.77,0.2,0,8.12,8.2,4.36,0.01,0.04,0.18,4.53,0.38,0.31,0.31,0.35,0.7,0.78,0.01,0.01,1.29,2.12,0.06,0.03,0.52,0.03,0.07,2.85,1.5,0.06,0.01,0.01,0,0.06,2.51,1.09,0.08,0.01,0.03,0.04,0.51,0.09,4.29,0.49,0,0.29,4.59,0.02,0.14,0.05,0.15,2.44,0,0.07,1.81,1.13,0.11,0,0.01,2.2,0.11,0.27,0.07,0.17,0.12,0.32,0,0.94
Florida 11th,FL-11,FL,Health care,Medicare,Charter schools,Medicaid,Immigration,September 11 attacks,Social security,Mental health,Abortion,Property taxes,0.8,4.03,0,0,0.33,1.21,0,0.04,0,0,0.91,0.04,1.02,1.28,10.26,0.04,0.3,3.5,0.82,0.04,0.74,0,0.04,0,0,0,0.04,0.29,0.03,0,0.07,0.04,0.57,0.18,0,0.38,0.82,0,0.44,0.07,0.04,0,0,0.24,1.27,0.67,0.36,2.2,19.22,0.87,6.04,0.7,2.04,0.8,0.83,1.87,0,0,0.04,0,1.17,0,0,0.9,0,0,7.73,15.99,4.81,0,0.07,0.59,3.71,0.51,0.22,0.14,0.07,0.57,0.11,0,0,1.76,2.37,0.07,0.03,0.17,0,0.04,3.43,0.74,0,0.04,0,0,0,3.9,2.03,0.04,0,0,0.04,0.07,0,5.8,0.03,0,0.19,5.41,0,0.03,0.07,0.07,2.35,0,0.07,1.33,0.82,0.04,0,0,1,0,0,0,0.42,0.87,0.11,0.04,0.96
Florida 12th,FL-12,FL,Health care,Medicaid,Medicare,September 11 attacks,Mental health,Immigration,Social security,Islam,Minimum wage,Tariff,0.44,3.49,0,0.24,0,0,0,0.12,0,0,0.43,0,0.75,1.83,2.02,0,0.12,0.36,0.82,0.12,0,0,0,0,0,0.12,0,0.12,0,0,0.46,0,0,0.12,0.43,1.35,0.36,0,0.68,0.12,0.45,0,0,0.46,0.79,1.01,0,0,12.15,0.12,6.16,0.68,2.31,0,1.96,3.98,0,0.28,0.12,0,0.12,0.12,0,0.23,0,0,10.62,8.43,6.42,0.43,0.42,0.12,3.63,0,0.48,0.24,0.55,0.35,0.66,0,0,1.97,2.65,0,0,0.7,0.12,0,3.07,0.35,0.55,0,0,0,0.12,3.01,1.59,0,0,0,0,0.55,0,7.07,0.12,0,1.16,4.67,0,0,0,0,3.53,0,0,1.88,0.9,0,0,0.12,2.59,0,0.12,0.12,0,0.44,0.12,0,0.35
Florida 13th,FL-13,FL,Health care,Medicare,Medicaid,Immigration,September 11 attacks,Mental health,Social security,Islam,Abortion,Minimum wage,1.55,4.25,0.03,0.11,0.01,0.43,0.03,0.06,0.02,0.11,0.13,0.03,0.94,1.31,0.38,0.02,0.43,1.05,1.46,0.95,0.09,0,0.11,0.01,0.04,0.01,0.07,0.19,0.02,0,0.05,0.07,0.09,0.34,0.01,0.7,0.29,0,0.2,0.04,0.05,0.03,0,0.99,0.66,0.24,0.05,0.13,15.59,0.13,9.47,0.12,1.47,0.05,0.97,4.31,0.01,0,0.01,0,1.8,0,0.02,1.47,0.7,0,10.4,14.07,6.76,0.03,0.08,0.17,3.53,0.27,0.94,0.09,2.14,0.4,1.94,0,0,0.77,0.98,0.04,0.05,0.28,0.01,0.08,3.3,0.85,0.04,0.02,0.02,0.01,0.03,3.06,1.88,0.05,0,0.01,0.02,0.39,0.01,6.96,0.2,0,0.16,4.93,0.05,1.89,0.04,0.18,1.85,0,0.03,0.47,1.4,0.02,0,0.01,0.95,0.02,0.06,0.02,0,0.16,0.23,0,1.29
Florida 14th,FL-14,FL,Health care,Medicare,Medicaid,Immigration,Mental health,September 11 attacks,Abortion,Minimum wage,Social security,Islam,0.05,4.4,0.18,0.24,0.01,0.78,0.08,0.17,0.06,0.28,0.13,0.01,0.65,1.8,2.11,0.11,0.99,0.7,1.56,0.53,0.48,0.01,0.04,0.03,0.01,0,0.24,0.45,0.04,0,0.26,0.08,0.16,0.51,0.1,1.21,0.81,0.03,0.61,0.15,0.28,0.04,0,0.97,0.41,0.89,0.22,1.1,16.3,0.23,7.77,0.29,2.3,0.16,0.96,3.66,0,0.03,0.02,0.01,0.97,0.03,0.03,0.57,0.25,0,7.94,8.53,6.53,0.01,0.15,0.41,3.96,0.6,0.44,0.22,0.83,0.7,0.84,0.01,0,2.16,1.7,0.03,0.09,0.66,0.06,0.22,2.27,1.96,0.08,0.02,0.05,0.01,0.06,2.87,0.91,0.08,0.01,0.07,0.09,0.57,0.16,4.57,0.32,0,0.38,3.85,0.08,0.14,0.1,0.17,2.29,0,0.05,1.6,0.93,0.13,0,0.02,2.44,0.06,0.15,0.06,0.05,0.25,0.36,0.02,1.02
Florida 15th,FL-15,FL,Health care,Charter schools,Immigration,Common core,Medicaid,Minimum wage,Gerrymandering,Property taxes,Obamacare,Medicare,1.3,1.31,0,0,0,0,0,0,0,0,2.5,0,1.35,0,11.77,0,0,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,3.81,0,0,2.46,28.62,2.6,8.81,0,1.25,1.24,1.24,1.32,0,0,0,0,0,0,0,2.48,0,0,5.19,3.78,3.77,0,0,1.25,5.16,0,0,0,0,0,0,0,0,1.24,3.79,0,0,0,0,0,1.25,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,2.48,0,0,0,3.7,0,0,0,0,3.71,0,0,2.51,1.27,0,0,0,1.27,0,0,0,1.25,2.51,0,0,2.57
Florida 16th,FL-16,FL,Medicare,Health care,Medicaid,Pensions,Immigration,Social security,September 11 attacks,Tariff,Property taxes,Abortion,0.31,3.65,0.29,0.5,0.08,0.71,0.04,0.08,0,0.04,0.04,0,1.09,1.34,1.32,0.08,1.29,0.82,1.3,0.67,0.2,0,0.04,0,0,0,0.39,0.47,0.04,0,0.04,0.21,0.13,0.17,0.16,1.73,1.05,0,0.55,0,0.13,0,0,0.36,0.12,0.32,0.24,0.6,14.91,0.08,6.48,0.16,1.73,0.2,0.85,3.19,0,0.04,0,0,0.48,0,0.04,0.2,1.28,0,6.71,16.5,3.6,0.04,0.04,0.42,2.68,0.69,0.43,0.27,0.12,0.28,0.04,0,0,2.46,3.09,0.08,0.25,0.46,0.04,0.08,6.69,3.18,0.77,0,0,0,0.12,3.93,1.52,0.04,0,0.32,0.04,0.29,0,4.92,0.24,0,0.44,6.1,0.24,0.29,0.04,0.3,4.15,0,0,1.82,1.28,0.17,0,0.04,2.31,0,0,0.34,0.08,0.12,0.39,0,0.37
Florida 17th,FL-17,FL,Health care,Medicare,Medicaid,Immigration,Mental health,Islam,September 11 attacks,Nuclear power,Social security,Abortion,0.48,4.17,0,0.16,0,1.11,0,0,0,0,0.33,0.09,0.44,2.33,0.77,0.44,0.35,1.06,2.23,0.56,1.31,0,0.09,0.09,0,0,0.09,0.66,0.36,0,0.26,0,0.08,0,0,1.03,0.25,0,0.88,0.08,0.08,0,0,0.96,0.72,0.16,0.72,0.51,13.56,0,9.02,0.24,2.93,0.33,2.03,8.31,0,0,0,0,1.15,0,0,0.25,0.09,0,10.2,13.2,8.61,0.08,0,0.08,3.54,0.26,0.17,0.09,0.25,0,0.6,0,0,5.89,1.91,0,0,0.76,0.17,0.08,2.86,0.75,0.16,0,0,0,0,3.7,0.33,0.08,0,0,0.08,0.41,0,5.92,0.16,0,0,5.59,0,0.08,0.81,0,2.66,0,0,0.6,1.73,0,0,0,2.12,0.09,0,0,0,0.08,0.17,0,1.95
Florida 18th,FL-18,FL,Medicare,Health care,Medicaid,September 11 attacks,Mental health,Social security,Property taxes,Immigration,Minimum wage,Charter schools,0.53,3.28,0,0,0,1.04,0,0,0,0,1.03,0,1.11,1.56,3.77,0,0,0.54,1.63,0,1.03,0,0,0,0,0,0,0,0,0,0,0.6,0,0.54,0,1.53,1.07,0,2.13,0,1.08,0,0,0.51,0,0.52,0,0.51,12.84,1.6,4.65,0,2.6,0,1.55,0.56,0,0,0,0,1.54,0,0,0.56,0,0,12.43,16.48,5.68,0,0,0.52,4.23,0,0.53,0.54,1.04,1.04,0.52,0,0,1.54,1.55,0,0,0,0.52,0,1.56,1.54,0,0,0,0,0,4.71,1.6,0,0,0,0.52,1.12,0.52,8.03,0.51,0,2.18,5.61,0,0,0.52,0,2.04,0,0,2.04,1.62,0,0,0,2.66,0,0,0,0,0,0,0,2.11
